event_id,user_id,event_type,page_url,event_timestamp,device_type,browser,os,session_duration_seconds,error_flag,created_at
E000632,U001361,ai_search,,2024-07-25 7:39,mobile,Safari,,,1,2024-07-25 7:39
E006912,U001626,comment,,2023-06-05 13:30,DESKTOP,Chrome,iOS,,TRUE,2023-06-05 13:30
E000206,U002484,search,,2024-07-06 0:43,mobile,Chrome,Windows,,TRUE,2024-07-06 0:43
E006540,USR-001939,comment,,01/07/2023 06:03,,Edge,Windows,unknown,,2023-01-07 6:03
E003878,u002168,login,/help,06/28/2023 03:58,,Edge,,,TRUE,2023-06-28 3:58
E008518,USR-000499,logout,/integrations,,,Edge,,939,TRUE,2024-12-02 4:55
 E000411,U000536,doc_delete,,2023-01-08,mobile,Chrome,,,FALSE,2023-01-08 1:35
E005668, U000441 ,share,,,DESKTOP,,iOS,,0,2023-10-17 9:28
E004035,U002570,search,,2023-10-11 22:18,mobile,,Android,,FALSE,2023-10-11 22:18
E001434,U002034,integration_error,,2023-04-24,mobile,,macOS,,FALSE,2023-04-24 8:51
E005923,U001581,logout,/dashboard,,tablet,Firefox,,unknown,,2023-02-24 23:38
E000647,U001457,comment,,07/26/2023 07:00,,Edge,Android,unknown,FALSE,2023-07-26 7:00
E007690,U001994,comment,,10/28/2023 04:57,tablet,Firefox,iOS,unknown,1,2023-10-28 4:57
E005784, U001405 ,doc_create,,,DESKTOP,Chrome,Android,,,2023-03-21 6:35
E004635,U001532,comment,,,desktop,Brave,,unknown,0,2023-08-04 16:02
E003034,U000094,export,,05/09/2025 15:09,,Chrome,Linux,,TRUE,2025-05-09 15:09
E002042,U001146,doc_delete,,2024-08-09 14:17,mobile,,,,0,2024-08-09 14:17
E006309,U000793,share,,2024-03-07,mobile,Safari,macOS,,FALSE,2024-03-07 5:52
E005695,U001043,share,,02/11/2025 12:08,mobile,Chrome,Android,,,2025-02-11 12:08
E008519,U001879,doc_delete,,,tablet,Brave,,,FALSE,2023-09-15 6:05
E008374,U002072,logout,/billing,03/05/2025 02:07,desktop,Edge,iOS,unknown,FALSE,2025-03-05 2:07
e003574,U002435,integration_error,,2024-05-31,mobile,Brave,macOS,,FALSE,2024-05-31 22:47
E007684,U000717,logout,/search,,mobile,Safari,macOS,,,2024-09-03 11:01
E008503,U001928,logout,/dashboard,2025-05-29 21:59,desktop,,macOS,,,2025-05-29 21:59
E006454,U002335,integration_connect,,,,Edge,Linux,,FALSE,2023-10-25 2:04
E002479,U001551,logout,/integrations,2023-06-13 13:02,desktop,Firefox,Android,,,2023-06-13 13:02
E003719,U002063,doc_create,,,,Safari,iOS,,,2024-04-19 3:54
E007658,U001712,export,,03/23/2024 10:36,mobile,Firefox,,355,FALSE,2024-03-23 10:36
E000657,U002034,page_view,/help,2023-12-11 0:26,,Brave,Windows,,,2023-12-11 0:26
E000044,U001289,doc_create,,2023-10-19,desktop,,,,FALSE,2023-10-19 19:51
E008911,U000651,login,/help,2025-05-05 0:52,DESKTOP,Chrome,,,TRUE,2025-05-05 0:52
E001919,U001447,login,/docs,08/21/2024 07:46,DESKTOP,Safari,,unknown,FALSE,2024-08-21 7:46
E006938,U001857,ai_search,,2024-11-29 22:45,,Edge,,840,TRUE,2024-11-29 22:45
E007447,U000698,integration_connect,,05/30/2023 21:21,,,Linux,,0,2023-05-30 21:21
E007904,U000722,share,,2024-11-25 21:55,DESKTOP,,Android,,FALSE,2024-11-25 21:55
E003570,U002578,integration_connect,,2024-09-26,DESKTOP,Chrome,Android,489,1,2024-09-26 18:14
E001738,U002153,search,,2023-06-03,,,Android,,TRUE,2023-06-03 7:43
E008862,U002377,ai_search,,,desktop,,,128,FALSE,2023-12-15 23:09
E005366,U001325,share,,11/21/2023 08:32,,,Android,,TRUE,2023-11-21 8:32
E008475,U002396,doc_edit,,2023-04-15 9:19,mobile,Firefox,Windows,1398,FALSE,2023-04-15 9:19
E005970,U001838,comment,,2023-10-09,tablet,Brave,,,1,2023-10-09 15:43
E004981,U001990,page_view,/search,2025-05-26 19:42,,Safari,iOS,unknown,FALSE,2025-05-26 19:42
E008573,U002538,share,,04/29/2024 05:01,DESKTOP,,,,1,2024-04-29 5:01
E004029,U001939,search,,,,Brave,macOS,,1,2024-01-07 7:02
E008382, U001582 ,ai_search,,2024-07-08 23:37,,,Windows,1606,TRUE,2024-07-08 23:37
E008738,U002154,ai_search,,01/17/2023 19:02,mobile,,Android,unknown,0,2023-01-17 19:02
E004506,u002207,doc_edit,,0000-00-00 00:00:00,,Brave,Android,unknown,FALSE,2024-04-07 10:41
E004568,U000274,comment,,2023-09-22,desktop,,Android,831,,2023-09-22 19:53
E000191,U000818,integration_error,,0000-00-00 00:00:00,,,Android,,0,2023-01-06 1:51
E007074,U002406,login,/billing,04/12/2023 21:47,,,macOS,,TRUE,2023-04-12 21:47
e005506,U001843,doc_edit,,12/01/2023 15:49,tablet,Chrome,Linux,,FALSE,2023-12-01 15:49
E000012,U000121,integration_connect,,06/01/2025 19:47,,Edge,macOS,,,2025-06-01 19:47
E008913,U000575,login,/billing,,DESKTOP,Safari,iOS,1770,TRUE,2023-10-11 11:39
E008048,U000872,doc_edit,,2024-05-14,,,macOS,,TRUE,2024-05-14 7:25
E003064,USR-001111,doc_create,,05/23/2024 21:45,mobile,Firefox,,,FALSE,2024-05-23 21:45
E006444,U000426,login,/integrations,2023-07-21 11:55,,Safari,,,TRUE,2023-07-21 11:55
E007520,U000572,export,,01/17/2023 18:07,,,macOS,1543,FALSE,2023-01-17 18:07
E004268,U001505,search,,2023-11-22,tablet,Edge,iOS,unknown,TRUE,2023-11-22 4:11
E002188,U000106,page_view,/dashboard,09/24/2023 04:39,tablet,Firefox,Linux,unknown,TRUE,2023-09-24 4:39
E007331,U000951,share,,01/21/2025 05:24,DESKTOP,,Windows,,FALSE,2025-01-21 5:24
E008220,U001993,login,/search,,,Firefox,iOS,unknown,,2023-03-25 16:46
E001793,U000497,comment,,2023-09-21,mobile,,Linux,1519,TRUE,2023-09-21 8:09
E006811,U000197,integration_error,,2023-08-14 20:47,,Edge,Android,,TRUE,2023-08-14 20:47
E006489,U000192,doc_create,,2023-03-03 12:23,DESKTOP,Chrome,Windows,1629,FALSE,2023-03-03 12:23
E007897,U002472,logout,/search,09/27/2024 17:05,desktop,Brave,,unknown,,2024-09-27 17:05
E004717,U001190,doc_create,,10/18/2024 23:00,tablet,Chrome,,unknown,1,2024-10-18 23:00
E008549,U000615,integration_error,,,,Brave,Linux,1748,TRUE,2024-12-23 17:20
E008269,U000164,integration_connect,,05/04/2023 05:26,desktop,,macOS,,TRUE,2023-05-04 5:26
E001612,U000743,doc_create,,2025-02-27,,Safari,Android,unknown,,2025-02-27 8:02
E005422,U000410,page_view,/billing,,mobile,,,,FALSE,2024-11-25 16:28
E008276,U001740,ai_search,,,DESKTOP,Safari,Windows,,,2023-09-19 10:56
E005439,U001786,doc_edit,,04/21/2025 05:23,,Brave,Android,,,2025-04-21 5:23
E008775,U001663,integration_error,,2024-12-03 4:28,mobile,Edge,iOS,34,FALSE,2024-12-03 4:28
e000905,U000756,export,,2024-03-22,mobile,Brave,Linux,unknown,,2024-03-22 17:43
E004171,U000161,page_view,/search,02/19/2023 08:39,tablet,Firefox,,,1,2023-02-19 8:39
E007194,USR-000476,page_view,/integrations,2023-01-25 11:44,,Chrome,Android,unknown,,2023-01-25 11:44
E004778,U002060,ai_search,,2024-07-27 17:13,,Safari,Android,,,2024-07-27 17:13
E002338,U001183,share,,2024-04-05 18:45,,,macOS,unknown,FALSE,2024-04-05 18:45
E005927,USR-002357,comment,,2025-05-22 14:32,DESKTOP,,Linux,unknown,FALSE,2025-05-22 14:32
E004610,U001744,doc_create,,2024-08-15,DESKTOP,Edge,,,,2024-08-15 0:10
E007851,u002094,share,,,desktop,Chrome,Windows,,,2023-08-13 8:12
E002752,U001481,ai_search,,2023-11-19 2:53,DESKTOP,,Linux,unknown,0,2023-11-19 2:53
E005462,U002484,integration_error,,11/12/2023 12:35,,Edge,,,1,2023-11-12 12:35
E000422,u000879,integration_connect,,2023-10-22,DESKTOP,Firefox,Linux,,FALSE,2023-10-22 18:50
E000337, U002062 ,doc_edit,,0000-00-00 00:00:00,mobile,Brave,,,0,2023-11-01 20:24
E003670,U001906,login,/search,0000-00-00 00:00:00,DESKTOP,Edge,iOS,,FALSE,2024-11-29 21:16
E002131,U000418,login,/search,0000-00-00 00:00:00,mobile,Safari,,,0,2023-01-08 18:25
E000333,U002369,doc_create,,2024-01-23 11:45,desktop,,,unknown,1,2024-01-23 11:45
E001986,U000722,login,/search,,,Chrome,Android,,FALSE,2023-03-09 16:02
E008592,U000727,login,/help,11/10/2023 20:05,desktop,Brave,iOS,,,2023-11-10 20:05
E003824,U000148,share,,2023-01-26,mobile,,,unknown,0,2023-01-26 9:50
E000525,U000123,doc_edit,,2023-12-26 22:01,,,iOS,,1,2023-12-26 22:01
E005045,U001504,export,,2024-03-05,mobile,Brave,Linux,,,2024-03-05 5:19
E002819,U000658,doc_edit,,2023-01-03,DESKTOP,Chrome,macOS,107,0,2023-01-03 17:57
E002260,U001832,search,,,,,iOS,unknown,1,2024-11-26 8:12
E005844,U000540,page_view,/help,2024-11-23 3:14,desktop,Edge,,,FALSE,2024-11-23 3:14
E002359,U001026,doc_create,,04/06/2025 20:09,mobile,Firefox,Windows,unknown,FALSE,2025-04-06 20:09
E001522,u001011,export,,2024-09-23 18:05,,,Linux,unknown,FALSE,2024-09-23 18:05
E003547,U000083,share,,2024-09-22,mobile,Safari,iOS,,TRUE,2024-09-22 5:58
E000998,U000992,export,,2023-02-11 1:04,DESKTOP,,,unknown,FALSE,2023-02-11 1:04
E001839,U001857,doc_create,,2024-04-01,tablet,Brave,,,TRUE,2024-04-01 11:47
E003614,U000073,share,,2023-11-21,desktop,,,151,TRUE,2023-11-21 3:33
E003237, U000420 ,page_view,/pricing,2023-06-02,,Brave,Android,,FALSE,2023-06-02 1:31
E004024,U001765,doc_create,,2023-08-26 0:55,DESKTOP,,,unknown,,2023-08-26 0:55
E000752,U001184,export,,02/09/2025 12:16,,Edge,Linux,71,FALSE,2025-02-09 12:16
E006337,U000919,share,,2023-07-28,mobile,Safari,iOS,,TRUE,2023-07-28 19:47
E005057,U001260,doc_create,,04/02/2025 03:41,DESKTOP,Chrome,,unknown,TRUE,2025-04-02 3:41
E003115,U002266,logout,/docs,,tablet,,Windows,,TRUE,2023-12-26 23:50
E002806,U000743,doc_edit,,05/05/2023 16:46,,Firefox,iOS,,1,2023-05-05 16:46
E008429,U001497,page_view,/pricing,2024-11-02,tablet,Firefox,iOS,,TRUE,2024-11-02 12:28
E007168,U001202,page_view,/dashboard,2023-05-02,,,Windows,1304,FALSE,2023-05-02 0:42
E004347,U001972,login,/billing,2024-08-21,mobile,,Windows,,1,2024-08-21 2:03
E006417,USR-002262,doc_create,,2025-02-23,desktop,Brave,iOS,,FALSE,2025-02-23 8:00
E000444,U002420,ai_search,,,,Chrome,,,,2024-08-11 23:18
E004849,U002098,ai_search,,2024-02-19,DESKTOP,Brave,iOS,,FALSE,2024-02-19 12:33
E003486,U002527,comment,,,mobile,Edge,,unknown,0,2024-10-22 23:48
E001010, USR-000593 ,page_view,/docs,05/07/2025 01:07,DESKTOP,Safari,,455,FALSE,2025-05-07 1:07
E000326,U000269,doc_create,,2025-04-14,desktop,Safari,Android,unknown,,2025-04-14 11:37
E003729,U000533,ai_search,,2024-09-25,DESKTOP,,iOS,unknown,TRUE,2024-09-25 14:38
E006499,U001350,export,,03/18/2025 03:16,,,,1785,,2025-03-18 3:16
E005481, U000355 ,export,,06/13/2025 01:16,desktop,Safari,Linux,,,2025-06-13 1:16
 E004168,U000544,doc_edit,,01/05/2024 19:44,,Firefox,Android,397,,2024-01-05 19:44
E000404,U002114,comment,,2024-10-24,DESKTOP,Chrome,Windows,unknown,,2024-10-24 21:01
E007679,U000228,comment,,2023-05-31 23:26,mobile,,,,0,2023-05-31 23:26
E003632,U001727,integration_error,,2023-06-10,DESKTOP,Chrome,macOS,,1,2023-06-10 1:11
E002482,USR-002279,ai_search,,2023-01-27,,,Android,1598,FALSE,2023-01-27 3:22
E001440,u001301,doc_create,,01/01/2023 02:20,mobile,Edge,Windows,unknown,1,2023-01-01 2:20
E006740, U001184 ,integration_error,,01/09/2023 05:43,,Chrome,,unknown,TRUE,2023-01-09 5:43
E000513,U000852,ai_search,,02/21/2025 07:56,,,macOS,,,2025-02-21 7:56
E007821,U002574,share,,0000-00-00 00:00:00,,Brave,,766,FALSE,2024-10-08 10:04
E007510,u000118,doc_delete,,2024-07-18,mobile,Brave,,,TRUE,2024-07-18 4:53
E002885,U001547,login,/settings,2024-08-16 3:32,desktop,Chrome,,,TRUE,2024-08-16 3:32
E006862,u001761,logout,/docs,2023-07-27 17:42,,Edge,,1391,1,2023-07-27 17:42
E003740,U001054,page_view,/dashboard,12/01/2024 13:23,,Edge,macOS,unknown,0,2024-12-01 13:23
E001468,U001321,doc_delete,,2025-02-27 22:58,desktop,Safari,macOS,,0,2025-02-27 22:58
E001318,U000678,logout,/integrations,,,Firefox,Linux,1638,,2024-07-06 23:03
E003576,U001198,share,,08/08/2024 23:02,DESKTOP,Safari,iOS,1676,FALSE,2024-08-08 23:02
E007277,USR-001561,ai_search,,2024-01-10,,,Android,,,2024-01-10 7:26
E001396,U001006,integration_connect,,03/21/2023 05:07,mobile,,Windows,unknown,TRUE,2023-03-21 5:07
E000542,U001271,doc_create,,0000-00-00 00:00:00,DESKTOP,,macOS,,TRUE,2023-06-09 16:21
E005003,U002162,search,,,tablet,Safari,Linux,,,2025-02-15 7:52
E003753, U001665 ,doc_edit,,2024-02-17 20:18,desktop,Safari,,,1,2024-02-17 20:18
E000896,U002497,integration_error,,02/08/2025 12:04,desktop,Safari,macOS,unknown,1,2025-02-08 12:04
E000862,U000302,export,,06/07/2023 20:33,,,macOS,,,2023-06-07 20:33
E008272,U001485,AI_SEARCH,,01/15/2025 05:33,tablet,Brave,Linux,unknown,,2025-01-15 5:33
E005677,U000574,share,,05/13/2023 14:52,desktop,,Windows,,1,2023-05-13 14:52
E006222, U002070 ,doc_edit,,05/30/2025 15:51,mobile,Safari,Windows,unknown,TRUE,2025-05-30 15:51
E008352,U000245,page_view,/integrations,0000-00-00 00:00:00,mobile,,Android,,1,2024-10-04 9:45
E000330,U000421,doc_edit,,12/21/2024 05:51,desktop,Safari,iOS,1499,,2024-12-21 5:51
E006357,U000083,doc_create,,,tablet,Firefox,,8,0,2023-03-06 14:35
E001428, U002064 ,export,,10/20/2023 19:58,,Chrome,Linux,,,2023-10-20 19:58
E006868,U000272,ai_search,,2025-05-24,desktop,,,,1,2025-05-24 7:45
E004016,U002149,PAGE_VIEW,/help,2023-05-07 9:06,desktop,,,,,2023-05-07 9:06
E002433,U001058,ai_search,,2025-06-05,DESKTOP,Safari,iOS,,TRUE,2025-06-05 23:13
e004863,U000503,export,,2024-10-19 20:17,desktop,Brave,iOS,,FALSE,2024-10-19 20:17
E000191,U001432,search,,2023-08-22 1:15,tablet,,Windows,,FALSE,2023-08-22 1:15
E008592,U001227,ai_search,,0000-00-00 00:00:00,desktop,Firefox,,,TRUE,2024-06-07 17:38
E006056,u000377,integration_connect,,2023-11-27,,Firefox,Windows,,,2023-11-27 17:31
E007544,U001305,comment,,11/29/2024 21:35,desktop,Edge,,,TRUE,2024-11-29 21:35
E005091,U001977,page_view,/search,06/05/2023 09:33,tablet,Safari,Linux,unknown,FALSE,2023-06-05 9:33
E001359,U001990,logout,/dashboard,03/03/2023 18:57,desktop,Brave,Android,unknown,TRUE,2023-03-03 18:57
E001594,U001198,search,,0000-00-00 00:00:00,,,Windows,,TRUE,2024-10-20 18:24
E005738,U000234,doc_create,,2023-05-20 3:13,mobile,Chrome,,,,2023-05-20 3:13
E005555,U001615,doc_create,,2025-03-26,,Safari,iOS,,1,2025-03-26 11:29
E002172,U001922,doc_edit,,03/10/2023 14:12,tablet,Edge,macOS,,FALSE,2023-03-10 14:12
e003378,U001611,doc_delete,,2023-07-28,tablet,Firefox,Linux,unknown,0,2023-07-28 23:10
E007958,U001253,export,,01/08/2023 11:27,mobile,Chrome,iOS,388,TRUE,2023-01-08 11:27
E000331,U002543,export,,02/13/2023 10:58,desktop,Safari,Android,1792,TRUE,2023-02-13 10:58
E004486,U000745,search,,2023-10-15,tablet,,Windows,,1,2023-10-15 2:40
E005966,U001774,page_view,/search,2024-11-30 14:40,,Chrome,macOS,unknown,0,2024-11-30 14:40
E002470,u001770,search,,03/24/2024 04:27,DESKTOP,Chrome,,,TRUE,2024-03-24 4:27
E007958,U000707,doc_create,,2023-12-22,tablet,Safari,Windows,,TRUE,2023-12-22 3:39
E005517,U000022,login,/integrations,,DESKTOP,Chrome,macOS,,FALSE,2025-05-23 8:12
E003969,U000358,share,,2023-08-09 14:04,,Chrome,,1589,0,2023-08-09 14:04
E002427,U001117,export,,,,,iOS,,,2024-09-11 9:30
E001170,U002006,ai_search,,2025-02-22 19:17,,Firefox,Windows,601,FALSE,2025-02-22 19:17
E007393,U000664,doc_create,,02/27/2025 18:20,,,macOS,170,1,2025-02-27 18:20
E006822,U000609,login,/admin,02/06/2024 18:17,DESKTOP,Edge,Android,,FALSE,2024-02-06 18:17
E004160,U001319,doc_edit,,09/21/2024 09:45,DESKTOP,Chrome,iOS,,TRUE,2024-09-21 9:45
E007496,U000051,integration_error,,10/29/2024 06:24,DESKTOP,Edge,Android,unknown,FALSE,2024-10-29 6:24
E000066,U000888,export,,06/30/2023 19:11,desktop,Edge,macOS,1438,0,2023-06-30 19:11
E004436,U001166,logout,/help,2024-01-15 6:31,tablet,Safari,,1577,1,2024-01-15 6:31
E002408,U000809,export,,2023-11-01,DESKTOP,Brave,,unknown,0,2023-11-01 19:43
E000669,U001515,doc_delete,,0000-00-00 00:00:00,mobile,Brave,Windows,,TRUE,2025-06-12 6:45
E008096,U000017,search,,11/18/2024 16:25,mobile,Firefox,iOS,,,2024-11-18 16:25
E004760,U001369,share,,10/25/2024 12:59,,Brave,Linux,655,1,2024-10-25 12:59
E003067,U001107,doc_delete,,2024-05-07,tablet,Firefox,macOS,,FALSE,2024-05-07 23:21
E003201, U000570 ,login,/admin,2024-10-16,,Safari,macOS,319,FALSE,2024-10-16 5:27
E003128,U000025,share,,01/07/2025 02:11,tablet,Brave,iOS,696,,2025-01-07 2:11
E006322,U000006,doc_edit,,0000-00-00 00:00:00,DESKTOP,Brave,,,TRUE,2024-06-11 20:36
 E007352,u001273,share,,0000-00-00 00:00:00,desktop,,Android,,,2024-07-02 20:42
E001219,U001244,doc_edit,,05/15/2023 01:21,,,,unknown,,2023-05-15 1:21
E008054,u001071,ai_search,,05/23/2023 11:13,tablet,Edge,,1736,FALSE,2023-05-23 11:13
E004223,U001368,ai_search,,06/01/2025 11:23,mobile,Brave,Android,,TRUE,2025-06-01 11:23
e006852,U000406,search,,2023-04-23,DESKTOP,Brave,macOS,unknown,0,2023-04-23 0:06
E003174,U000458,ai_search,,01/26/2024 21:14,mobile,,Windows,unknown,FALSE,2024-01-26 21:14
E004036,U002055,doc_create,,2023-04-20,,Edge,macOS,,FALSE,2023-04-20 10:52
E008545,U002212,doc_delete,,2025-02-22 21:11,DESKTOP,,Linux,,FALSE,2025-02-22 21:11
E003523, U002478 ,logout,/admin,12/02/2023 05:11,,Firefox,iOS,unknown,1,2023-12-02 5:11
E004911,U000867,share,,2023-11-01,DESKTOP,Safari,macOS,,0,2023-11-01 19:10
E005171,U000866,integration_error,,2023-10-04 12:16,,Safari,Linux,,FALSE,2023-10-04 12:16
E002292,U000152,share,,2024-02-15,DESKTOP,Brave,Android,unknown,1,2024-02-15 18:57
E007791,U002402,INTEGRATION_ERROR,,,desktop,Brave,,,FALSE,2023-04-27 2:40
E004007, U001979 ,doc_create,,06/08/2025 21:15,,Safari,,,0,2025-06-08 21:15
E005632,U000064,doc_create,,2023-11-29 9:07,desktop,Brave,,unknown,,2023-11-29 9:07
E002004,U002089,share,,07/07/2024 19:02,,Edge,iOS,unknown,TRUE,2024-07-07 19:02
e005677,u000887,doc_create,,2024-10-27,mobile,,Windows,415,1,2024-10-27 11:32
E000669,U002146,logout,/help,2023-07-08 1:47,,,,unknown,0,2023-07-08 1:47
E005856,U000236,doc_delete,,,desktop,Chrome,Linux,,,2024-08-17 4:37
E003803,U000562,doc_edit,,06/12/2023 05:28,mobile,Firefox,macOS,544,FALSE,2023-06-12 5:28
E007720,U002132,share,,2025-03-22 13:10,mobile,Edge,Android,,,2025-03-22 13:10
e000648,U001542,share,,08/25/2023 03:18,mobile,Safari,Windows,unknown,FALSE,2023-08-25 3:18
E002680,U000123,AI_SEARCH,,2025-04-05 15:13,desktop,Firefox,macOS,,1,2025-04-05 15:13
E001099,U001214,doc_create,,09/21/2023 14:05,,Firefox,,unknown,TRUE,2023-09-21 14:05
E002822, U001921 ,logout,/pricing,2023-11-13,DESKTOP,,,,FALSE,2023-11-13 17:00
E001479,U001204,comment,,2025-05-15 20:18,tablet,Safari,,,TRUE,2025-05-15 20:18
E004974,U002073,doc_delete,,08/17/2023 22:09,mobile,,Windows,,FALSE,2023-08-17 22:09
E001688,U002396,ai_search,,2023-04-08,DESKTOP,Edge,Android,unknown,0,2023-04-08 19:55
E001691,U000803,login,/settings,08/28/2024 21:45,,Firefox,Android,unknown,0,2024-08-28 21:45
E006628,U001012,integration_connect,,2024-07-05 9:22,tablet,,Linux,,FALSE,2024-07-05 9:22
E005177,U002452,page_view,/docs,0000-00-00 00:00:00,,Chrome,Android,525,FALSE,2025-04-06 6:01
E002546,U000329,share,,,desktop,Firefox,,unknown,TRUE,2024-07-31 5:35
E001687,U000130,login,/dashboard,06/28/2024 12:05,desktop,,macOS,,,2024-06-28 12:05
E001709,U001359,comment,,2023-08-20,,Edge,macOS,,FALSE,2023-08-20 9:12
E000742,U002314,share,,02/04/2025 00:02,DESKTOP,,,unknown,1,2025-02-04 0:02
E004381,U002062,doc_edit,,,,,Android,unknown,,2023-08-26 13:31
E002868,U000049,integration_error,,04/12/2024 00:59,mobile,,macOS,,FALSE,2024-04-12 0:59
E007865,U001577,doc_edit,,12/07/2024 00:45,mobile,Safari,Windows,,FALSE,2024-12-07 0:45
E003224,U001087,integration_connect,,,DESKTOP,Edge,,1229,0,2024-12-20 18:20
E000772,u000752,doc_delete,,2025-01-14,desktop,Brave,,,,2025-01-14 18:42
E004552,U000090,comment,,05/31/2023 12:53,,Edge,,unknown,,2023-05-31 12:53
E003667,U001475,doc_edit,,2023-05-07,mobile,,,,TRUE,2023-05-07 0:48
E006332,u001032,doc_create,,2024-02-16 6:11,tablet,Chrome,,unknown,,2024-02-16 6:11
E003040,U001859,integration_connect,,2024-02-15 15:26,desktop,Edge,,unknown,0,2024-02-15 15:26
E005072,u000903,doc_create,,02/24/2025 23:39,,Firefox,,1590,FALSE,2025-02-24 23:39
E008092,U000148,export,,2025-01-09 4:56,,Brave,Android,,1,2025-01-09 4:56
E002548,U000503,doc_create,,2024-01-21 7:41,DESKTOP,Safari,Android,1497,1,2024-01-21 7:41
E002990,U000766,doc_edit,,2024-01-09,,Edge,macOS,1308,TRUE,2024-01-09 13:54
E006539,U000383,export,,2023-06-23,DESKTOP,,iOS,,1,2023-06-23 11:40
E003446,U000804,share,,2024-03-13,,Firefox,Windows,unknown,TRUE,2024-03-13 0:04
E006319,U002500,search,,2023-02-10 16:24,DESKTOP,,macOS,unknown,TRUE,2023-02-10 16:24
E004289,U002057,integration_connect,,12/15/2024 06:07,mobile,,macOS,1646,TRUE,2024-12-15 6:07
E001306,U000249,PAGE_VIEW,/pricing,2024-06-15,tablet,Brave,,unknown,TRUE,2024-06-15 21:21
E008132,U001616,integration_connect,,08/22/2024 13:47,tablet,,Android,90,TRUE,2024-08-22 13:47
E002352,U001808,share,,05/19/2023 00:27,,Brave,,,TRUE,2023-05-19 0:27
E003950,U000501,share,,01/25/2023 22:11,,Safari,,,FALSE,2023-01-25 22:11
E000288,U002542,DOC_EDIT,,2023-04-21 0:45,tablet,Edge,Windows,unknown,TRUE,2023-04-21 0:45
E001040,U001649,SHARE,,11/13/2024 14:01,mobile,Chrome,,,FALSE,2024-11-13 14:01
E004932,U001823,login,/admin,2024-01-20,desktop,Brave,Windows,,,2024-01-20 2:01
E007349,U000590,ai_search,,,tablet,Edge,Android,1472,FALSE,2024-06-04 16:58
E007414,U002355,search,,11/16/2024 16:49,,,,,,2024-11-16 16:49
E005882,U000482,integration_error,,05/25/2023 05:32,,,macOS,unknown,1,2023-05-25 5:32
E000880,U000152,doc_edit,,07/12/2023 10:23,,,iOS,unknown,FALSE,2023-07-12 10:23
E007352,U002163,integration_connect,,2024-05-30 13:43,tablet,Brave,Windows,unknown,1,2024-05-30 13:43
E001132,U001517,logout,/search,2025-02-08,mobile,Edge,Windows,922,,2025-02-08 9:00
E001698,U001513,doc_delete,,2024-03-24 7:16,desktop,,,,FALSE,2024-03-24 7:16
E000482,U001135,login,/billing,0000-00-00 00:00:00,,Safari,Linux,unknown,,2024-04-24 14:18
E007256,U000591,doc_delete,,10/19/2023 00:38,mobile,,Linux,,1,2023-10-19 0:38
E004734,U000377,share,,2024-07-07 3:01,DESKTOP,,Windows,,FALSE,2024-07-07 3:01
E006304,U001152,ai_search,,0000-00-00 00:00:00,desktop,Brave,Android,1658,,2024-01-15 15:46
E003698,U001650,doc_edit,,,desktop,,iOS,1225,,2024-04-27 17:49
E005879,U001770,comment,,2025-04-24,,Edge,Windows,926,FALSE,2025-04-24 1:18
E001779,U000642,integration_connect,,2023-10-13 18:25,DESKTOP,,,,FALSE,2023-10-13 18:25
E005356,u000077,doc_edit,,2023-11-05 5:48,,Firefox,macOS,,0,2023-11-05 5:48
E007739,U000034,integration_connect,,2025-03-08,desktop,Chrome,,unknown,1,2025-03-08 9:44
E006591,U002568,share,,06/13/2023 20:43,DESKTOP,,Android,,TRUE,2023-06-13 20:43
E007669,U001609,integration_error,,0000-00-00 00:00:00,tablet,Safari,,unknown,TRUE,2023-07-16 14:55
E000317,U001498,integration_error,,07/29/2023 20:10,mobile,,,unknown,,2023-07-29 20:10
E005305,U001274,logout,/search,2023-08-14,,Chrome,,,1,2023-08-14 15:26
E002245,U000182,page_view,/search,03/06/2025 18:23,mobile,,,,0,2025-03-06 18:23
E004199,U000401,integration_connect,,2023-11-08,,Safari,,,TRUE,2023-11-08 3:50
E001817,U000844,login,/pricing,2024-11-29,tablet,Firefox,iOS,,1,2024-11-29 18:22
E005418,U001883,page_view,/settings,2023-04-25 17:53,DESKTOP,Brave,iOS,unknown,FALSE,2023-04-25 17:53
E008889,U000988,login,/settings,03/06/2023 11:46,,,macOS,1781,FALSE,2023-03-06 11:46
E003047,U000458,doc_delete,,01/11/2024 07:49,desktop,Firefox,macOS,,TRUE,2024-01-11 7:49
 E006858, U001681 ,doc_delete,,02/09/2025 11:06,tablet,Chrome,Windows,,FALSE,2025-02-09 11:06
E000051,U002403,share,,,desktop,Brave,iOS,129,TRUE,2023-05-03 21:36
E002061, U001558 ,export,,0000-00-00 00:00:00,,Firefox,,,FALSE,2023-03-29 13:05
E005109,U000397,comment,,01/30/2023 10:10,desktop,Brave,macOS,unknown,0,2023-01-30 10:10
E005648,U000171,integration_error,,2025-06-06 10:52,,Edge,Linux,1593,,2025-06-06 10:52
E008220,U000353,doc_create,,2023-01-18,mobile,Safari,,,FALSE,2023-01-18 23:01
E004052,U000413,integration_error,,,desktop,Brave,,,FALSE,2023-11-30 9:29
E003098,U002321,login,/docs,2025-05-27 5:21,desktop,Safari,Linux,unknown,TRUE,2025-05-27 5:21
E006408,U000187,export,,2025-05-14,desktop,,macOS,,1,2025-05-14 22:51
