subscription_id,user_id,plan_name,billing_cycle,price_amount,currency,status,start_date,end_date,payment_method,auto_renew,cancel_reason,created_at,updated_at
s04047,u000701,Starter,monthly,19,USD,ACTIVE,2025-06-16,,paypal,FALSE,low usage,06/16/2025,2025-10-09
S03645,U001816,Business,,99,GBP,trialing,01/22/2025,,,,onboarding difficulty,22-01-2025,2025-05-02 0:00
S02099,U002459,Pro,ANNUAL,49,EUR,ACTIVE,2023-03-18,,invoice,TRUE,missing features,2023-03-18,13-04-2023
S02808,U002050,Pro,,59,,trialing,2025-04-04,,,0,onboarding difficulty,04-04-2025,05-06-2025
S01029,U000933,Trial,,0,,trialing,2025-06-16,,card,,N/A,16-06-2025,09/24/2025
S03715,U000068,Starter,Monthly,19,CAD,trialing,2023-11-16 0:00,,invoice,FALSE,,2023-11-16,28-11-2023
S02408,U000382,Trial,,0,,trialing,16-05-2023,,wire,FALSE,N/A,05/16/2023,26-08-2023
S01393,U000011,Free,,0,USD,canceled,19-04-2025,2026-03-14 0:00,,0,N/A,2025-04-19,2025-05-08
S03846,U002071,business,Monthly,99,EUR,trialing,12/27/2024,,paypal,TRUE,performance issues,12/27/2024,2025-07-03
S03130,U000531,Pro,ANNUAL,59,usd,trialing,2023-02-09,,,FALSE,low usage,2023-02-09,2023-05-30
S00575,U000096,Enterprise,annual,,EUR,active,05/21/2025,,CARD,1,performance issues,2025-05-21,2025-07-23
S03859,U001910,Free,annual,0,,past_due,11/21/2023,,invoice,TRUE,too expensive,2023-11-21,2023-12-26
S01795,U002042,Free,,0,,CANCELLED,2024-11-23,10/07/2025,invoice,,too expensive,23-11-2024,14-02-2025
S00166,U000172,Trial,monthly,0,,paused,2024-08-16,2025-08-01,invoice,TRUE,switched competitor,16-08-2024,2024-08-27
S00823,U002427,Trial,,0,EUR,paused,24-03-2023,08/25/2023,paypal,0,,2023-03-24,2023-04-13
S02237,U001449,Trial,,0,CAD,ACTIVE,2023-03-03 0:00,,card,1,performance issues,03/03/2023,05/29/2023
S02308,U001685,Business,annual,120,USD,past_due,23-02-2023,,,,,02/23/2023,01-09-2023
S04303,U001046,Trial,ANNUAL,0,CAD,canceled,2023-05-14 0:00,2023-09-06,wire,0,performance issues,05/14/2023,07/13/2023
S00469,U001532,pro,Monthly,49,USD,canceled,2024-05-13,29-10-2024,CARD,TRUE,performance issues,2024-05-13,2024-06-18
S02428,u002475,Trial,,0,,active,18-02-2025,,,,too expensive,2025-02-18 0:00,2025-07-30
s03485,U000767,Free,,0,,paused,08/28/2024,0000-00-00,card,,low usage,28-08-2024,04-02-2025
S01373,U001819,Pro,,49,EUR,canceled,2024-02-19 0:00,14-10-2024,invoice,1,too expensive,19-02-2024,2024-04-06
S02867,U002189,Starter,,,,active,08-07-2023,,invoice,TRUE,switched competitor,2023-07-08,11/27/2023
S02243,U001011,Trial,,0,GBP,past_due,29-01-2023,,,TRUE,onboarding difficulty,29-01-2023,2023-05-08
S00796,U001331,Enterprise,monthly,custom,EUR,paused,27-05-2025,26-03-2026,paypal,1,,27-05-2025,26-07-2025
s03784, U001847 ,Enterprise,ANNUAL,custom,CAD,ACTIVE,2024-09-20 0:00,,paypal,0,,09/20/2024,2024-10-10 0:00
S02684,U000680,Free,annual,0,CAD,canceled,2024-05-15 0:00,2025-02-03,,TRUE,N/A,2024-05-15 0:00,2024-10-12
S00019,U000978,Starter,Monthly,25,USD,past_due,2023-03-30,,,TRUE,N/A,03/30/2023,2023-08-14 0:00
S00236,U001973,Enterprise,monthly,399,,CANCELLED,2023-11-07,26-10-2024,paypal,0,,2023-11-07 0:00,2024-05-01
S01945,U000175,Free,,0,CAD,CANCELLED,2025-02-10 0:00,2025-10-20 0:00,invoice,FALSE,performance issues,2025-02-10 0:00,2025-05-05
S01526,U000907,Business,,120,GBP,past_due,23-08-2023,,invoice,,N/A,2023-08-23,03-02-2024
S03168,U000170,Enterprise,Monthly,custom,,active,09-04-2025,,CARD,TRUE,,2025-04-09 0:00,2025-09-16 0:00
S02546,U001934,Starter,annual,25,GBP,active,2025-02-21 0:00,,,FALSE,switched competitor,2025-02-21 0:00,2025-05-30
S02744,U001565,Enterprise,monthly,,USD,active,2025-02-22,,paypal,FALSE,,2025-02-22,05/15/2025
S03246,U000104,Trial,annual,0,usd,canceled,05/08/2025,11-07-2025,,1,,2025-05-08 0:00,31-08-2025
S01599,U000523,Enterprise,monthly,399,USD,trialing,2024-09-18,,paypal,FALSE,switched competitor,2024-09-18,2024-12-18 0:00
S00525,U001624,Enterprise,ANNUAL,499,GBP,CANCELLED,01-02-2024,2024-11-28,,,low usage,2024-02-01 0:00,04/13/2024
S01964,U002406,Pro,,49,CAD,canceled,2025-03-13 0:00,2025-05-28 0:00,,TRUE,,13-03-2025,2025-08-17
S01567,USR-000666,Starter,,19,CAD,trialing,26-02-2024,,,TRUE,,26-02-2024,03-09-2024
S01611,USR-001492,Starter,monthly,20,EUR,paused,2024-03-01 0:00,0000-00-00,,,onboarding difficulty,2024-03-01,11-09-2024
S01301,u000027,Starter,,25,CAD,paused,2025-02-23 0:00,2025-10-19 0:00,,TRUE,switched competitor,02/23/2025,2025-06-09 0:00
S00117,U000564,Enterprise,Monthly,299,,trialing,2025-02-05 0:00,,paypal,FALSE,,2025-02-05 0:00,03/29/2025
S02968,U001922,Pro,ANNUAL,49,,CANCELLED,04-08-2023,2024-08-31,wire,FALSE,switched competitor,04-08-2023,12/02/2023
S00707,U001204,Pro,annual,50,GBP,active,09-04-2024,,wire,FALSE,performance issues,04/09/2024,2024-07-08
S00417,U002567,Pro,,49,,trialing,02/12/2023,,wire,,onboarding difficulty,2023-02-12 0:00,04/20/2023
s00002,u002294,Pro,Monthly,49,GBP,CANCELLED,12/23/2024,30-04-2025,,FALSE,,2024-12-23,04/27/2025
S01196,U001881,Trial,,0,CAD,past_due,2025-04-09 0:00,,card,FALSE,low usage,2025-04-09 0:00,2025-04-18
S00525,U001177,Pro,ANNUAL,59,CAD,past_due,2023-01-14,,,FALSE,performance issues,01/14/2023,2023-01-30
S00213,U002035,Pro,monthly,49,USD,trialing,2024-08-21 0:00,,invoice,1,performance issues,2024-08-21 0:00,21-12-2024
S03599,U002279,Trial,ANNUAL,0,USD,past_due,18-05-2024,,,FALSE,,18-05-2024,2024-07-11
S03033,U002033,Starter,annual,19,,canceled,09-10-2023,2024-03-05 0:00,paypal,,low usage,2023-10-09 0:00,2024-01-28 0:00
S02326,U000928,Business,,99,,CANCELLED,2024-10-25,10-08-2025,wire,1,low usage,2024-10-25,2025-02-27
S00206,U001471,Enterprise,annual,499,GBP,active,2023-05-04 0:00,,paypal,FALSE,N/A,2023-05-04,2023-08-29
S03990,U000204,Enterprise,ANNUAL,custom,,CANCELLED,12/27/2024,2025-05-02,CARD,,too expensive,2024-12-27 0:00,2025-06-18 0:00
s01687,U000697,Business,,120,GBP,canceled,02/01/2024,2025-03-02 0:00,CARD,FALSE,N/A,01-02-2024,2024-04-17 0:00
S01527,U002263,Starter,ANNUAL,,,CANCELLED,2025-03-30,2026-04-11 0:00,,,missing features,2025-03-30,09/03/2025
S03193,U001538,Enterprise,annual,499,usd,CANCELLED,2024-03-11,2024-09-20,,,N/A,2024-03-11,2024-07-21
S02082,U001605,Business,,99,,canceled,09-02-2024,2024-06-30 0:00,paypal,,missing features,2024-02-09,2024-03-20
S00962,U001948,Trial,Monthly,0,EUR,paused,2025-01-20 0:00,2025-05-08 0:00,,0,too expensive,2025-01-20 0:00,2025-02-08
S01853,U002191,Starter,annual,19,GBP,past_due,07-01-2025,,,1,N/A,01/07/2025,2025-05-10
S03085,U000746,Free,,0,usd,trialing,2024-09-07,,wire,1,performance issues,09/07/2024,11/10/2024
S03100,U001724,Enterprise,,,GBP,CANCELLED,09-04-2024,2024-05-22,wire,,performance issues,2024-04-09 0:00,2024-04-11
S01705,u001430,Free,ANNUAL,0,CAD,canceled,26-01-2025,24-05-2025,,TRUE,too expensive,2025-01-26,2025-08-14
S02645,U001045,Trial,,0,usd,canceled,10/20/2024,02-07-2025,wire,FALSE,onboarding difficulty,20-10-2024,2025-03-11
S04163,U000101,Business,,99,GBP,paused,17-03-2025,2025-10-27 0:00,,1,,2025-03-17 0:00,2025-09-13
S03811,U002438,trial,monthly,0,,canceled,10/08/2024,18-03-2025,paypal,TRUE,missing features,08-10-2024,2025-01-30
S00764,U000951,Business,monthly,149,,CANCELLED,01-11-2023,01/10/2024,invoice,TRUE,performance issues,2023-11-01,2024-01-10
S01788,U001651,Free,,0,GBP,past_due,2023-06-20,,,0,missing features,20-06-2023,2023-10-09 0:00
S03914,U000086,Free,annual,0,GBP,trialing,17-03-2024,,,,missing features,2024-03-17,2024-04-22 0:00
S00185,U000302,Trial,annual,0,CAD,past_due,2023-12-10,,wire,,,2023-12-10,2024-01-09
S02836,U000029,Free,monthly,0,,canceled,2023-09-12 0:00,2024-02-01,,0,onboarding difficulty,12-09-2023,2023-11-09
S02797,USR-001566,Pro,ANNUAL,49,USD,past_due,03/16/2024,,,0,missing features,2024-03-16 0:00,03-07-2024
S04202,U000764,Starter,annual,25,USD,trialing,2025-03-07 0:00,,wire,0,,07-03-2025,09/23/2025
S00627,U002157,Business,,120,EUR,trialing,2025-01-28,,,,low usage,2025-01-28,03/07/2025
S01946,U001519,Pro,Monthly,50,GBP,paused,2024-05-30 0:00,03/23/2025,CARD,,low usage,30-05-2024,2024-06-21
S00144,U000389,Enterprise,monthly,299,GBP,paused,03/02/2023,03/26/2023,,1,onboarding difficulty,03/02/2023,24-07-2023
S03162,U001858,Starter,,,,ACTIVE,2024-11-12 0:00,,,1,low usage,2024-11-12 0:00,21-01-2025
S03977,U001780,Trial,ANNUAL,0,usd,paused,2025-04-03,2026-03-23 0:00,invoice,,switched competitor,2025-04-03,08-05-2025
S00703,U000920,Free,Monthly,0,GBP,past_due,06/24/2024,,paypal,,,24-06-2024,06-09-2024
S02043,U001008,Free,ANNUAL,0,GBP,CANCELLED,27-08-2024,2024-09-16,paypal,,onboarding difficulty,08/27/2024,2024-12-22
S04218,U000417,Trial,ANNUAL,0,,canceled,03/21/2025,2025-07-28 0:00,card,1,too expensive,2025-03-21 0:00,2025-05-27 0:00
S00594,U002276,Business,Monthly,99,USD,canceled,2023-02-28 0:00,31-07-2023,wire,,N/A,2023-02-28 0:00,08-06-2023
S03146,U000887,Business,Monthly,99,,active,14-12-2024,,,FALSE,missing features,2024-12-14 0:00,04/23/2025
S00656,u002226,Enterprise,,custom,EUR,canceled,02-03-2024,31-08-2024,,,N/A,03/02/2024,2024-06-26
S04423,U000374,Starter,,,EUR,canceled,2023-09-25 0:00,2023-11-21,card,TRUE,onboarding difficulty,25-09-2023,01/20/2024
S00375,U002030,Business,monthly,149,USD,active,2025-04-21 0:00,,invoice,FALSE,too expensive,2025-04-21 0:00,2025-09-14
S00237,U001201,Trial,ANNUAL,0,USD,canceled,05/04/2024,2025-02-03,,TRUE,,05/04/2024,24-06-2024
S03818,U000359,Business,monthly,149,EUR,paused,09/23/2023,09/14/2024,paypal,FALSE,performance issues,09/23/2023,2024-01-07
S00803,U000358,Free,,0,CAD,past_due,12-06-2024,,paypal,FALSE,onboarding difficulty,2024-06-12 0:00,23-09-2024
S03579,U002327,Business,monthly,120,EUR,trialing,2024-12-24 0:00,,paypal,FALSE,too expensive,12/24/2024,2025-03-02
S00754,U002243,Free,Monthly,0,CAD,paused,04/15/2025,2025-08-04,wire,,low usage,2025-04-15,25-10-2025
S01610,U002137,Pro,,50,CAD,paused,2024-01-23 0:00,09/24/2024,,FALSE,,23-01-2024,05/25/2024
S02919,u002203,Enterprise,,499,usd,trialing,2024-11-22,,paypal,1,N/A,22-11-2024,01-12-2024
s03342, U001725 ,pro,Monthly,59,GBP,past_due,2023-10-08,,wire,FALSE,,2023-10-08 0:00,03/29/2024
S03842,U001953,Free,,0,GBP,CANCELLED,04/22/2023,0000-00-00,CARD,TRUE,N/A,22-04-2023,07/30/2023
S02973,U002358,Pro,Monthly,50,GBP,trialing,29-01-2023,,,FALSE,low usage,01/29/2023,04/18/2023
S03462,U002270,Pro,monthly,59,usd,active,06/24/2023,,card,0,performance issues,2023-06-24 0:00,25-12-2023
S04397,U000972,Enterprise,,399,,CANCELLED,10/06/2023,02-10-2024,invoice,0,missing features,06-10-2023,22-12-2023
S01122,U000266,Free,monthly,0,usd,paused,2024-12-03,2025-11-08 0:00,card,TRUE,N/A,03-12-2024,05/03/2025
S03220,USR-002517,Pro,annual,49,GBP,canceled,2023-09-19,03-11-2023,,FALSE,,09/19/2023,18-03-2024
S01969,U002565,Starter,,25,EUR,CANCELLED,09/18/2024,05-01-2025,paypal,1,switched competitor,2024-09-18,01/07/2025
S02512,U000591,Enterprise,annual,399,GBP,trialing,2024-10-20,,paypal,,,10/20/2024,2025-02-14
S00928,U001854,Starter,annual,,,CANCELLED,06-01-2025,2025-08-15,card,,too expensive,01/06/2025,2025-06-18 0:00
S01728,U000639,Enterprise,,,USD,trialing,05-07-2024,,,1,too expensive,07/05/2024,2024-08-05
S02137,U002459,Pro,monthly,49,,CANCELLED,22-12-2024,04/17/2025,,,performance issues,2024-12-22 0:00,06/27/2025
S04273,U002399,Enterprise,ANNUAL,299,,CANCELLED,26-04-2025,2025-07-21,paypal,,switched competitor,2025-04-26,20-09-2025
S00049,U001301,Trial,,0,CAD,canceled,2024-11-30 0:00,09/03/2025,wire,TRUE,missing features,30-11-2024,04/07/2025
S01193,U001144,Enterprise,ANNUAL,299,,ACTIVE,2023-01-20,,CARD,1,missing features,01/20/2023,2023-03-29 0:00
S03673,U000731,Enterprise,,custom,EUR,paused,02/23/2025,2025-07-23 0:00,,0,switched competitor,2025-02-23,2025-09-06
S03089,U000673,Starter,monthly,25,,ACTIVE,2023-07-24,,CARD,TRUE,onboarding difficulty,24-07-2023,08/21/2023
s02327,U000039,Trial,monthly,0,EUR,CANCELLED,2023-09-22,07/15/2024,invoice,,N/A,2023-09-22 0:00,12/20/2023
S02727,U000157,Starter,Monthly,20,GBP,CANCELLED,30-05-2024,07/03/2025,invoice,0,,2024-05-30,2024-09-17 0:00
 S02570,U000820,Free,Monthly,0,usd,trialing,05/14/2023,,card,1,N/A,2023-05-14,2023-05-24
s04065,U000098,business,Monthly,99,USD,past_due,2023-01-12 0:00,,,FALSE,onboarding difficulty,2023-01-12 0:00,01/24/2023
S03120,U001665,Free,Monthly,0,usd,active,2023-11-02,,,,low usage,02-11-2023,12-02-2024
S02977,U002197,Business,ANNUAL,149,GBP,paused,06/03/2024,2025-03-19 0:00,,,onboarding difficulty,2024-06-03 0:00,2024-10-21
S00474,U001802,Pro,,59,,ACTIVE,2024-05-22,,invoice,1,,2024-05-22 0:00,10/26/2024
S04411,U001718,Enterprise,,499,GBP,ACTIVE,02-03-2024,,,,switched competitor,2024-03-02,03/08/2024
S02615,U001190,Free,annual,0,usd,active,2024-03-05,,,,too expensive,03/05/2024,23-04-2024
S02197,U000331,Free,annual,0,usd,trialing,14-01-2023,,wire,FALSE,missing features,2023-01-14,03/13/2023
S02871,U000205,Starter,annual,19,usd,trialing,2024-01-01,,invoice,0,low usage,01-01-2024,19-05-2024
S00928,U002244,Enterprise,,custom,,past_due,2024-04-29,,paypal,TRUE,missing features,2024-04-29,2024-09-09
S02258,u001374,Free,monthly,0,,CANCELLED,05/18/2025,10/15/2025,paypal,TRUE,missing features,05/18/2025,19-10-2025
 S02594,U002329,Starter,annual,,EUR,canceled,01/19/2023,19-09-2023,,FALSE,onboarding difficulty,01/19/2023,2023-06-18 0:00
S01176,U000523,Starter,ANNUAL,,USD,paused,2025-06-05,2026-03-14,,FALSE,,2025-06-05,2025-10-12
S01085,U001125,Starter,,19,EUR,trialing,04/25/2025,,paypal,1,switched competitor,25-04-2025,2025-06-23 0:00
S00549,U000591,Starter,Monthly,25,USD,CANCELLED,2025-02-21,2025-03-19 0:00,paypal,TRUE,onboarding difficulty,02/21/2025,06/23/2025
S01546,u001374,Starter,monthly,,EUR,CANCELLED,28-01-2024,2024-10-17,invoice,FALSE,N/A,2024-01-28,12-08-2024
S00452,U002358,Starter,annual,19,usd,past_due,2024-06-04 0:00,,,TRUE,performance issues,2024-06-04,2024-11-01
S02430,U001412,Trial,,0,,canceled,2023-09-06,2023-11-01 0:00,CARD,,,06-09-2023,2023-11-20 0:00
S02183,U001038,Trial,annual,0,CAD,CANCELLED,11/13/2023,21-10-2024,,TRUE,N/A,13-11-2023,04/06/2024
S00150,U001207,Free,monthly,0,CAD,trialing,02/18/2025,,wire,FALSE,onboarding difficulty,2025-02-18,26-06-2025
S01201,U000140,Business,ANNUAL,149,EUR,past_due,22-03-2023,,CARD,,too expensive,22-03-2023,2023-08-02
 S01512,U002103,Starter,monthly,19,,active,2023-12-05,,card,1,switched competitor,2023-12-05,12/22/2023
S04145,USR-001559,Pro,annual,59,usd,CANCELLED,2023-10-01 0:00,16-10-2023,wire,TRUE,,2023-10-01,2023-11-28
s01085,U001503,Pro,,50,,CANCELLED,20-08-2024,2025-08-03,card,0,switched competitor,08/20/2024,2024-10-06 0:00
S03914,U000232,Pro,Monthly,50,,active,2023-07-08,,wire,TRUE,low usage,08-07-2023,10/12/2023
S02325,U002012,Free,monthly,0,,active,06/27/2023,,invoice,,missing features,2023-06-27 0:00,2023-07-07
S01634,U001223,Free,,0,CAD,paused,2023-07-02,0000-00-00,card,1,too expensive,02-07-2023,09/18/2023
S02640,U001964,Pro,Monthly,49,GBP,past_due,2023-02-27,,CARD,1,switched competitor,02/27/2023,23-06-2023
S02142,u001837,Free,Monthly,0,,past_due,2023-12-22,,paypal,TRUE,missing features,22-12-2023,2024-06-11
S02953,U000380,Trial,ANNUAL,0,CAD,past_due,11/21/2023,,paypal,1,N/A,2023-11-21,18-05-2024
S00505,U001042,trial,,0,USD,CANCELLED,10/08/2024,04-09-2025,paypal,0,performance issues,2024-10-08,14-10-2024
S02714, U000335 ,Starter,Monthly,20,CAD,ACTIVE,2023-06-24,,,,performance issues,2023-06-24,12/06/2023
S02305,U001117,Free,monthly,0,CAD,canceled,16-09-2024,02/12/2025,,TRUE,N/A,16-09-2024,03/31/2025
S00467,U000284,Pro,annual,49,CAD,trialing,2023-04-14,,wire,TRUE,low usage,14-04-2023,2023-04-30
S01676,U002221,Business,annual,149,,CANCELLED,15-06-2024,2024-12-21,invoice,TRUE,switched competitor,15-06-2024,2024-12-19 0:00
S00055,U000913,Free,monthly,0,,ACTIVE,04-09-2024,,card,,onboarding difficulty,09/04/2024,2024-10-01
S03768,U001042,Enterprise,ANNUAL,299,usd,CANCELLED,2025-05-12 0:00,0000-00-00,wire,0,,05/12/2025,20-06-2025
S03716,U000592,Free,Monthly,0,GBP,active,08-04-2024,,CARD,,,2024-04-08,2024-06-24 0:00
S00605,U000688,business,,120,GBP,canceled,13-03-2025,2025-11-29,CARD,1,too expensive,2025-03-13,2025-05-01
S00198,USR-000865,Business,Monthly,120,,ACTIVE,2023-02-22 0:00,,,FALSE,,22-02-2023,2023-06-30
S03234,U000031,Free,monthly,0,,trialing,2025-05-10,,card,0,too expensive,10-05-2025,2025-08-03 0:00
S01134,U002261,Pro,,49,EUR,canceled,2024-02-19 0:00,08/29/2024,wire,FALSE,switched competitor,2024-02-19 0:00,24-07-2024
S01298,U001112,Enterprise,ANNUAL,399,EUR,trialing,2025-06-18,,,,,2025-06-18 0:00,2025-07-09
S03482,U000140,Pro,ANNUAL,59,EUR,active,2025-01-06,,paypal,TRUE,,01/06/2025,03-05-2025
S02747,U001833,Free,ANNUAL,0,,past_due,22-02-2024,,card,TRUE,switched competitor,02/22/2024,27-06-2024
S04164,USR-002395,Free,Monthly,0,usd,past_due,01/01/2024,,paypal,TRUE,,01-01-2024,21-05-2024
S01368,U001139,Enterprise,monthly,custom,usd,ACTIVE,02/17/2025,,,,,2025-02-17 0:00,2025-06-08
S03207,U002579,Pro,Monthly,50,CAD,canceled,06/07/2024,2025-05-29,invoice,,performance issues,2024-06-07,12/07/2024
s03064,U002503,Enterprise,,399,EUR,CANCELLED,06/21/2024,22-02-2025,,FALSE,switched competitor,06/21/2024,27-11-2024
S00917,U002387,Business,Monthly,149,,past_due,2025-06-08,,paypal,FALSE,too expensive,06/08/2025,11/10/2025
S01726,U001297,Trial,Monthly,0,,active,2024-10-02,,card,FALSE,performance issues,2024-10-02,2024-12-08 0:00
S00593,U000390,Starter,,20,usd,canceled,12/14/2024,2025-08-22,,0,too expensive,14-12-2024,2025-06-17
S01403,U000994,Starter,Monthly,19,,canceled,2024-08-19 0:00,2024-12-07,invoice,FALSE,performance issues,2024-08-19 0:00,2025-02-12
S01822,U000750,Free,,0,usd,past_due,05/08/2023,,CARD,TRUE,N/A,08-05-2023,09/21/2023
S01435,U002183,Business,,149,,active,08-09-2023,,paypal,,too expensive,08-09-2023,2023-11-22
S04001,U000357,Enterprise,,399,,CANCELLED,03/09/2023,16-08-2023,wire,0,switched competitor,2023-03-09,25-08-2023
 s01841,U002354,Free,Monthly,0,CAD,trialing,03/16/2023,,invoice,,switched competitor,03/16/2023,2023-04-30
S03732,U002365,Free,monthly,0,,past_due,2024-02-02 0:00,,invoice,FALSE,onboarding difficulty,02-02-2024,16-08-2024
S00684,USR-000001,Enterprise,annual,,USD,ACTIVE,2023-09-20,,CARD,,too expensive,09/20/2023,2024-02-21 0:00
S02028,U000903,Free,monthly,0,EUR,past_due,12/29/2024,,paypal,0,low usage,12/29/2024,02-01-2025
S01823,U000007,Pro,Monthly,50,EUR,canceled,12-08-2023,29-09-2023,,FALSE,missing features,12-08-2023,01-11-2023
S02400,U001117,Pro,,59,usd,ACTIVE,02/03/2023,,CARD,,low usage,02/03/2023,03-06-2023
S03958,U000554,Trial,annual,0,,past_due,22-03-2024,0000-00-00,CARD,,performance issues,03/22/2024,30-09-2024
S04254,U001615,Business,monthly,120,GBP,canceled,2024-12-06 0:00,06/24/2025,invoice,TRUE,,06-12-2024,04/19/2025
S00685,U001763,Enterprise,,custom,,canceled,22-07-2024,12-08-2024,wire,TRUE,low usage,22-07-2024,30-09-2024
S04443,U000173,Trial,ANNUAL,0,GBP,ACTIVE,04/17/2024,,invoice,,N/A,17-04-2024,05/26/2024
S03978,U000008,Pro,Monthly,59,CAD,past_due,10/08/2024,,,TRUE,too expensive,2024-10-08,10/28/2024
S04421,U002292,Trial,ANNUAL,0,CAD,CANCELLED,2023-11-15,2024-03-15,wire,TRUE,N/A,2023-11-15 0:00,2023-12-28
S03204,U000628,Pro,annual,49,,trialing,13-05-2025,,,,,2025-05-13 0:00,23-11-2025
S01029,u000963,Enterprise,ANNUAL,,EUR,paused,2025-02-06,0000-00-00,,0,,2025-02-06 0:00,07-06-2025
S00326,U000982,pro,,59,EUR,trialing,16-01-2024,,wire,TRUE,onboarding difficulty,2024-01-16,2024-03-11 0:00
S00695,U000942,Trial,annual,0,GBP,trialing,2025-04-10,,,FALSE,N/A,10-04-2025,25-05-2025
S00899,U002057,Pro,,59,,canceled,03-10-2024,2025-06-09 0:00,invoice,FALSE,too expensive,2024-10-03,05-12-2024
S03500,U002181,Free,,0,,paused,2025-06-02 0:00,2025-09-20 0:00,,,onboarding difficulty,02-06-2025,2025-09-18
S04330,U001191,Enterprise,annual,custom,,paused,11/15/2024,2025-03-26,invoice,TRUE,too expensive,11/15/2024,02/09/2025
S03590,U001854,Pro,ANNUAL,50,CAD,active,06/18/2024,,,FALSE,,18-06-2024,2024-08-15
S02237,U000340,Free,Monthly,0,EUR,active,2023-07-06 0:00,,card,FALSE,low usage,06-07-2023,2023-11-17
S02747,U001705,Pro,,49,GBP,canceled,2024-04-09,2025-04-01,wire,TRUE,,04/09/2024,02-07-2024
S04358,U000597,Starter,,20,CAD,past_due,27-07-2024,,wire,FALSE,too expensive,07/27/2024,2024-11-11 0:00
S02227,U000926,Pro,,49,GBP,ACTIVE,11-04-2025,,CARD,0,missing features,2025-04-11 0:00,2025-04-22
S01250,U000729,Enterprise,ANNUAL,399,CAD,paused,12/23/2024,2025-12-14 0:00,card,0,onboarding difficulty,2024-12-23,01/20/2025
S00213,U001254,Pro,ANNUAL,49,GBP,trialing,2023-02-16,,card,0,missing features,16-02-2023,2023-05-29
S00168,U000407,Free,monthly,0,EUR,past_due,2025-03-03 0:00,,CARD,FALSE,missing features,03-03-2025,2025-07-22
S04240,U001094,Pro,annual,59,CAD,CANCELLED,01/28/2024,2024-05-21,,FALSE,switched competitor,2024-01-28,2024-04-03
S03764,U000165,Free,ANNUAL,0,,canceled,2025-03-06,2025-07-09 0:00,wire,FALSE,onboarding difficulty,2025-03-06 0:00,2025-03-11
S00774,U002031,Pro,annual,59,,past_due,05/04/2024,,wire,FALSE,low usage,04-05-2024,2024-06-06
S01936,U001868,pro,ANNUAL,49,,paused,04/09/2023,03-05-2023,wire,0,low usage,2023-04-09,08/12/2023
S04220,USR-002217,Starter,annual,19,USD,CANCELLED,05/11/2023,10-08-2023,card,,,2023-05-11,2023-07-19
S00224,U000457,Enterprise,ANNUAL,,EUR,canceled,2024-07-02,10-04-2025,invoice,,missing features,02-07-2024,2024-10-25
S03542,U001325,Enterprise,annual,399,usd,trialing,2023-09-09,,card,FALSE,too expensive,09-09-2023,2024-03-19
S02745,U001085,Pro,,49,USD,CANCELLED,2023-04-08 0:00,2024-03-31,invoice,FALSE,low usage,2023-04-08,2023-05-09 0:00
S00475,U000205,Starter,annual,19,USD,trialing,06/04/2024,,invoice,TRUE,low usage,04-06-2024,23-09-2024
S04398,U000873,Pro,monthly,49,,active,18-01-2025,,wire,FALSE,,01/18/2025,05/19/2025
S01820,U002225,Enterprise,Monthly,299,USD,past_due,2024-10-10,,card,1,N/A,10/10/2024,2025-02-27
S00412,U001854,Pro,Monthly,50,usd,paused,27-12-2023,2024-02-19,wire,TRUE,low usage,2023-12-27,2024-06-26
S00069,U001131,Business,,120,usd,ACTIVE,2023-10-22,,wire,,switched competitor,2023-10-22,12/30/2023
S01749,u001084,Enterprise,ANNUAL,399,USD,active,01/02/2023,,,,onboarding difficulty,01/02/2023,05/02/2023
S01209,U002190,Free,ANNUAL,0,,CANCELLED,04/01/2023,08/06/2023,,1,performance issues,2023-04-01 0:00,28-09-2023
S02494,U000897,Pro,,50,USD,past_due,15-06-2025,,wire,TRUE,onboarding difficulty,2025-06-15,11/27/2025
S04081,U002040,Pro,ANNUAL,49,EUR,trialing,2023-07-27,,wire,0,,2023-07-27 0:00,25-09-2023
S04144,U000888,Starter,monthly,20,,canceled,2023-04-11,05/30/2023,paypal,FALSE,onboarding difficulty,04/11/2023,10/01/2023
S04046,U002415,starter,,,usd,active,01/16/2025,,card,0,,16-01-2025,2025-05-20
S00452,U001708,Starter,monthly,19,USD,active,05/04/2023,,CARD,FALSE,performance issues,05/04/2023,08/28/2023
S01374,U002437,Business,,120,,paused,2023-03-05 0:00,2023-10-10,invoice,,switched competitor,05-03-2023,10-03-2023
S04314,U001523,Enterprise,Monthly,499,usd,trialing,2024-03-19 0:00,,CARD,TRUE,performance issues,19-03-2024,2024-09-13
S03495,U001888,Trial,ANNUAL,0,CAD,past_due,2023-03-01,,,TRUE,N/A,03/01/2023,03/07/2023
S00515,U000232,Starter,,,EUR,past_due,25-01-2023,,invoice,TRUE,missing features,01/25/2023,04-02-2023
S00458,U001375,Free,,0,EUR,CANCELLED,09/14/2024,2024-10-20 0:00,,1,missing features,09/14/2024,02/23/2025
S02460,U000158,Trial,annual,0,,active,12/21/2023,,,TRUE,missing features,2023-12-21 0:00,2024-02-29
S03628,U002519,Starter,,20,USD,CANCELLED,01/03/2025,05/18/2025,paypal,0,,03-01-2025,2025-06-25
S03311,U002557,Pro,Monthly,49,CAD,canceled,07/24/2023,2024-01-05 0:00,paypal,TRUE,too expensive,2023-07-24,2023-08-25
