invoice_id,subscription_id,issue_date,due_date,paid_date,invoice_amount,currency,payment_status,payment_method,tax_applied,created_at
i00606,S02970,,2024-08-27,,217.24,,,CARD,,2024-07-28 0:00
I00521,S04099,0000-00-00,2023-05-19,0000-00-00,N/A,EUR,failed,invoice,TRUE,2023-04-19 0:00
i00838,S02780,2023-03-05,04/04/2023,2023-04-04 0:00,328.64,EUR,failed,CARD,FALSE,2023-03-05 0:00
I01396,S00593,2024-12-07,2025-01-06 0:00,,423.2,GBP,failed,paypal,FALSE,2024-12-07 0:00
I00899,S01785,2024-12-13 0:00,01/12/2025,,368.29,USD,PAID,paypal,TRUE,2024-12-13 0:00
I01731,S02320,,2024-11-04,,254.9,GBP,paid,,,2024-10-05 0:00
I00933,S00869,2023-12-13,01/12/2024,,462.99,,refunded,paypal,FALSE,2023-12-13 0:00
I00178,S03627,08/10/2024,09/09/2024,,50.37,,paid,paypal,,2024-08-10 0:00
I01049,s00525,2025-06-12,0000-00-00,2025-07-08 0:00,159.19,EUR,partial,paypal,,2025-06-12 0:00
I01180,S04378,2025-02-15,2025-03-17,,385.38,GBP,,card,FALSE,2025-02-15 0:00
I01282,S01903,2025-06-02 0:00,,,459.98,usd,partial,card,,2025-06-02 0:00
I01083, S00170,2024-08-10 0:00,09/09/2024,2024-09-06 0:00,249.71,usd,PAID,invoice,,2024-08-10 0:00
I01291, S01964,2023-12-03 0:00,0000-00-00,01/04/2024,67.32,usd,PAID,CARD,TRUE,2023-12-03 0:00
I00527,S02718,0000-00-00,07/21/2023,,143.56,CAD,FAILED,,TRUE,2023-06-21 0:00
I00477,s01070,0000-00-00,0000-00-00,2023-12-22 0:00,287.82,CAD,paid,,,2023-12-14 0:00
I01211,S00405,0000-00-00,05/23/2025,,102.27,,failed,invoice,TRUE,2025-04-23 0:00
I01773,S02616,03/22/2025,2025-04-21,,152.04,,failed,,FALSE,2025-03-22 0:00
I00113,s03369,2023-03-21,2023-04-20,2023-03-29 0:00,359.61,usd,,,1,2023-03-21 0:00
I00673,S03139,2024-08-04,2024-09-03,2024-08-16,491.44,GBP,PAID,paypal,0,2024-08-04 0:00
I01355, S01644,2023-02-09,2023-03-11 0:00,,408.15,,partial,CARD,1,2023-02-09 0:00
I00958, S00818,2025-01-13,02/12/2025,2025-02-02,494.08,GBP,,,FALSE,2025-01-13 0:00
I00068,S04051,2023-07-02 0:00,2023-08-01,,259.11,USD,refunded,paypal,TRUE,2023-07-02 0:00
I00762,S00093,0000-00-00,0000-00-00,0000-00-00,42.02,CAD,refunded,card,,2024-10-18 0:00
I00076,S02664,0000-00-00,0000-00-00,2025-04-05,404.69,,paid,,,2025-03-09 0:00
I00459,S03379,0000-00-00,,2024-07-12 0:00,426.56,USD,partial,card,TRUE,2024-06-14 0:00
I00891,S03871,2025-03-16 0:00,2025-04-15,,80.01,,,,0,2025-03-16 0:00
I00525,S04282,0000-00-00,05/03/2024,04/22/2024,305.29,EUR,paid,,,2024-04-03 0:00
I00090,S03519,2024-05-28,2024-06-27,2024-05-30,391.58,usd,partial,invoice,FALSE,2024-05-28 0:00
I00120,S00252,2025-01-04 0:00,2025-02-03 0:00,2025-01-17 0:00,498.24,GBP,refunded,card,FALSE,2025-01-04 0:00
 I00855,S03321,2024-12-11,2025-01-10,,341.91,,FAILED,card,TRUE,2024-12-11 0:00
 I01403,S00508,2024-11-02 0:00,0000-00-00,,,,failed,,0,2024-11-02 0:00
i00587, S04143,2024-03-10,2024-04-09,2024-04-16 0:00,293.46,,paid,card,,2024-03-10 0:00
I01432,S02925,,2023-11-04,11/09/2023,11.58,CAD,PAID,CARD,,2023-10-05 0:00
I00062,S03293,10/22/2023,,2023-11-20,443.24,,failed,paypal,FALSE,2023-10-22 0:00
I00699,S03164,0000-00-00,0000-00-00,2023-03-07 0:00,,,paid,invoice,TRUE,2023-02-04 0:00
I00512,S02669,12/31/2024,,2025-01-04,342.54,,FAILED,paypal,0,2024-12-31 0:00
I01350,S01168,03/22/2025,2025-04-21 0:00,,397.9,,PAID,,TRUE,2025-03-22 0:00
I00251,S02834,02/02/2023,2023-03-04 0:00,,64.26,usd,failed,card,,2023-02-02 0:00
I00661,S04310,03/05/2025,0000-00-00,,182.22,USD,,,,2025-03-05 0:00
I00550,S01356,0000-00-00,2023-08-26,2023-08-08,,EUR,partial,card,0,2023-07-27 0:00
I01050,S02965,0000-00-00,0000-00-00,0000-00-00,179.1,EUR,,card,,2024-04-03 0:00
I00126,S02723,10/09/2024,11/08/2024,11/13/2024,143.98,GBP,,invoice,TRUE,2024-10-09 0:00
I00328,s00977,2024-03-09,04/08/2024,,432.47,,partial,card,0,2024-03-09 0:00
I00207,S03746,2024-01-12,2024-02-11,0000-00-00,93.03,USD,,wire,FALSE,2024-01-12 0:00
I01372,S03790,04/06/2025,2025-05-06 0:00,2025-04-10,497.65,EUR,partial,invoice,TRUE,2025-04-06 0:00
I01472,S00734,,06/25/2023,2023-05-26,329.2,,partial,paypal,FALSE,2023-05-26 0:00
I00226,S02829,10/15/2024,,,N/A,CAD,PAID,,,2024-10-15 0:00
I01256,S00850,0000-00-00,,0000-00-00,478.58,usd,,card,,2023-12-14 0:00
I01341,S00796,0000-00-00,2024-06-26,0000-00-00,439.82,,partial,paypal,,2024-05-27 0:00
I00394,s01353,11/19/2023,0000-00-00,,144.71,USD,,wire,,2023-11-19 0:00
I00301,S04178,2023-05-27 0:00,0000-00-00,,209.3,USD,failed,wire,TRUE,2023-05-27 0:00
I00652,S01406,,0000-00-00,2023-05-02,56.85,,failed,CARD,FALSE,2023-04-27 0:00
I00946,S03958,2024-05-17,06/16/2024,05/19/2024,268.02,usd,failed,CARD,,2024-05-17 0:00
I00326,S02297,,04/04/2024,0000-00-00,193.32,EUR,failed,CARD,TRUE,2024-03-05 0:00
I00312,S01382,,10/17/2024,2024-10-22,33.18,CAD,,,,2024-09-17 0:00
I01154,s03539,0000-00-00,0000-00-00,2023-04-20,425.27,usd,failed,CARD,0,2023-03-22 0:00
I00932,S02576,2025-05-09,06/08/2025,,,usd,,paypal,TRUE,2025-05-09 0:00
I01398,S03580,0000-00-00,,,412.58,USD,failed,paypal,FALSE,2023-01-30 0:00
i01264,S04325,2024-04-04,0000-00-00,04/15/2024,195.67,EUR,paid,,TRUE,2024-04-04 0:00
I01040,S00876,,2023-02-24,02/02/2023,278.95,GBP,failed,invoice,TRUE,2023-01-25 0:00
I00391,S00822,10/03/2023,2023-11-02 0:00,,,GBP,failed,paypal,FALSE,2023-10-03 0:00
I00661,S03670,10/19/2023,0000-00-00,2023-11-23 0:00,273.65,,,card,0,2023-10-19 0:00
I00683,S02400,2023-11-25,0000-00-00,0000-00-00,237.95,CAD,FAILED,,FALSE,2023-11-25 0:00
 I01222,S02582,2023-09-13,10/13/2023,,328.63,,refunded,invoice,,2023-09-13 0:00
I01216,S02457,2023-11-16,12/16/2023,2023-12-10,335.97,,partial,,0,2023-11-16 0:00
I00213,S02676,2023-06-23,07/23/2023,,N/A,usd,refunded,card,,2023-06-23 0:00
I01291,S02650,08/20/2023,,2023-08-26,378.26,,paid,wire,,2023-08-20 0:00
 I00528,S04285,2025-01-22,2025-02-21,,333.76,GBP,failed,,1,2025-01-22 0:00
I01387,s00023,06/08/2024,07/08/2024,0000-00-00,461.67,GBP,partial,invoice,0,2024-06-08 0:00
I01064,s04466,2025-04-07,2025-05-07,0000-00-00,372.15,usd,PAID,invoice,0,2025-04-07 0:00
I01269,S02629,0000-00-00,2023-11-29 0:00,2023-12-06,340.99,,refunded,,TRUE,2023-10-30 0:00
I01686,S02004,04/23/2024,2024-05-23 0:00,05/05/2024,315.5,USD,refunded,wire,,2024-04-23 0:00
I01569,S03808,2023-01-08,02/07/2023,2023-02-02,137.96,,FAILED,paypal,TRUE,2023-01-08 0:00
I01044,S00556,0000-00-00,0000-00-00,11/29/2023,193.02,usd,partial,,,2023-10-31 0:00
I01318,SUB-01526,11/24/2023,0000-00-00,0000-00-00,139.7,EUR,FAILED,,,2023-11-24 0:00
I01295,S03697,2023-02-20 0:00,0000-00-00,0000-00-00,313.26,CAD,paid,paypal,TRUE,2023-02-20 0:00
i00622,S04441,2023-04-09,0000-00-00,,263.87,CAD,partial,,FALSE,2023-04-09 0:00
I00786,S02181,2024-04-04 0:00,0000-00-00,2024-04-14,452.49,,refunded,paypal,0,2024-04-04 0:00
I00199,S01003,0000-00-00,0000-00-00,2024-02-24 0:00,280.58,usd,,paypal,,2024-01-20 0:00
I00091,S00348,2024-11-11,0000-00-00,2024-11-25 0:00,359.89,GBP,refunded,,1,2024-11-11 0:00
I00655,S01699,0000-00-00,0000-00-00,,419.68,GBP,,,FALSE,2024-07-06 0:00
I00419,S01969,2024-05-04,06/03/2024,2024-05-24,48.61,,,paypal,,2024-05-04 0:00
I00785,S04478,0000-00-00,0000-00-00,,159.25,CAD,partial,card,1,2024-10-12 0:00
I01013, s00953,08/14/2023,,,N/A,EUR,paid,,FALSE,2023-08-14 0:00
I00229,S02392,2024-09-26,2024-10-26,,16.18,CAD,PAID,paypal,FALSE,2024-09-26 0:00
I01220,S03768,0000-00-00,2024-12-07,,191.23,,paid,CARD,TRUE,2024-11-07 0:00
I01673,S01544,,0000-00-00,0000-00-00,338.57,GBP,failed,card,1,2024-08-05 0:00
I01101,S02545,2025-02-14,2025-03-16,,238.61,,failed,paypal,FALSE,2025-02-14 0:00
I01219,S03266,2024-04-21,,,53.04,CAD,,CARD,FALSE,2024-04-21 0:00
I01123,S02660,11/19/2024,,0000-00-00,309.09,usd,PAID,,FALSE,2024-11-19 0:00
I01135,S02022,,2023-07-01 0:00,2023-07-03,55.64,EUR,PAID,paypal,FALSE,2023-06-01 0:00
I00264,S00375,0000-00-00,2023-02-27,,269.2,CAD,failed,wire,,2023-01-28 0:00
I01702,S00411,2025-03-03,,,127.12,USD,PAID,,FALSE,2025-03-03 0:00
I01524,S00415,,2024-09-07 0:00,,318.91,,partial,,TRUE,2024-08-08 0:00
 I00194,S02310,,01/03/2025,,498.79,EUR,PAID,invoice,,2024-12-04 0:00
I01382,S01807,0000-00-00,2023-07-04,,212.47,GBP,failed,invoice,FALSE,2023-06-04 0:00
I01730,S03322,2023-08-01,2023-08-31,2023-08-07,159.45,CAD,,paypal,TRUE,2023-08-01 0:00
I00556,S03178,0000-00-00,2024-06-08 0:00,,440.32,GBP,FAILED,wire,0,2024-05-09 0:00
I01762,S02325,2024-10-26,0000-00-00,0000-00-00,461.51,CAD,paid,,0,2024-10-26 0:00
I01080,S00109,12/06/2023,01/05/2024,,298.54,USD,,,FALSE,2023-12-06 0:00
I00644,S02864,06/12/2024,2024-07-12 0:00,2024-06-17 0:00,412.14,,partial,CARD,,2024-06-12 0:00
I01309,S03958,,2024-07-10,0000-00-00,238.53,GBP,FAILED,,,2024-06-10 0:00
I01217,s01728,0000-00-00,2023-12-01 0:00,0000-00-00,133.25,,partial,,,2023-11-01 0:00
I00517,S00867,2023-05-21,0000-00-00,0000-00-00,307.88,EUR,FAILED,invoice,,2023-05-21 0:00
I00641,S03811,2025-02-26 0:00,0000-00-00,03/12/2025,246.57,GBP,,card,,2025-02-26 0:00
I00697,S00052,0000-00-00,01/07/2025,2025-01-07 0:00,N/A,CAD,FAILED,card,,2024-12-08 0:00
I00173,S03825,2023-03-01 0:00,0000-00-00,04/01/2023,461.33,EUR,,paypal,TRUE,2023-03-01 0:00
I00452,S04226,2023-02-04 0:00,2023-03-06,2023-02-07 0:00,105.86,usd,,invoice,FALSE,2023-02-04 0:00
I00201,S02579,0000-00-00,2023-09-20 0:00,,424.36,,PAID,,FALSE,2023-08-21 0:00
 I00534,S03386,0000-00-00,0000-00-00,,433.16,,failed,card,FALSE,2025-05-03 0:00
I00114,S02953,05/09/2024,0000-00-00,,62.22,EUR,,wire,,2024-05-09 0:00
I00101, S02239,04/11/2025,0000-00-00,2025-04-25,372.78,GBP,FAILED,,,2025-04-11 0:00
I00071,S01604,2023-06-01,07/01/2023,2023-06-03,498.8,USD,refunded,card,FALSE,2023-06-01 0:00
I01570,S03649,2024-05-04,0000-00-00,05/24/2024,404.86,usd,PAID,,1,2024-05-04 0:00
I00612,S03440,,2025-05-21 0:00,2025-05-12,N/A,CAD,,invoice,,2025-04-21 0:00
I00061,S04435,0000-00-00,2024-03-26,,268.34,GBP,paid,,,2024-02-25 0:00
I01118,S02028,,2025-03-07 0:00,02/11/2025,94.13,,PAID,wire,,2025-02-05 0:00
I00609,S03538,0000-00-00,0000-00-00,2024-09-05,281.19,GBP,failed,card,TRUE,2024-08-10 0:00
I01477, S00101,2023-01-23 0:00,0000-00-00,,209.3,CAD,partial,CARD,TRUE,2023-01-23 0:00
I01081,S00059,,2023-05-23,2023-05-22 0:00,137.41,USD,,,TRUE,2023-04-23 0:00
I01369,S00792,06/23/2023,2023-07-23,,289.41,USD,partial,card,,2023-06-23 0:00
I00920,S02347,0000-00-00,,2024-07-07 0:00,242.72,USD,,invoice,FALSE,2024-07-06 0:00
I01238,S02702,2023-09-03 0:00,0000-00-00,09/18/2023,48.03,,failed,card,TRUE,2023-09-03 0:00
I01471,S03741,04/29/2023,0000-00-00,05/17/2023,15.66,,PAID,paypal,0,2023-04-29 0:00
I00066,S02681,,2024-08-03 0:00,,,,,card,FALSE,2024-07-04 0:00
I00959,S00484,0000-00-00,12/21/2024,,480.22,usd,refunded,CARD,TRUE,2024-11-21 0:00
I01797,s00561,2024-09-09,2024-10-09,09/24/2024,202.84,USD,partial,wire,1,2024-09-09 0:00
I00692,s03342,2023-02-27,0000-00-00,2023-03-15,156.12,EUR,,paypal,,2023-02-27 0:00
I00177,S04178,2023-11-13,2023-12-13,,54.63,,,,FALSE,2023-11-13 0:00
I01603, S03023,0000-00-00,0000-00-00,12/28/2023,445.53,CAD,refunded,,0,2023-11-25 0:00
I01210,SUB-03433,2023-12-27,01/26/2024,01/18/2024,269.35,CAD,FAILED,,,2023-12-27 0:00
I00016,S01644,,2023-07-08,07/05/2023,349.87,,refunded,card,1,2023-06-08 0:00
I00850,S02938,2023-11-14 0:00,2023-12-14,0000-00-00,423.01,EUR,paid,invoice,,2023-11-14 0:00
I00841,S01699,,2024-04-22,,221.64,usd,partial,CARD,0,2024-03-23 0:00
I00159,S02359,2025-02-11 0:00,03/13/2025,2025-03-09,231.42,,,CARD,FALSE,2025-02-11 0:00
 I00868,S03460,0000-00-00,08/11/2023,,127.39,EUR,,CARD,FALSE,2023-07-12 0:00
I00052,S00384,0000-00-00,2024-08-29 0:00,,181.09,usd,failed,,TRUE,2024-07-30 0:00
I01363,S03046,2024-10-30,0000-00-00,,185.8,,partial,,0,2024-10-30 0:00
 I00684,S01002,0000-00-00,03/19/2023,2023-03-12 0:00,175.21,usd,PAID,wire,,2023-02-17 0:00
I01499, S02679,2024-02-08 0:00,2024-03-09,,,CAD,failed,,TRUE,2024-02-08 0:00
I01680,S00495,,2023-12-03 0:00,2023-12-12 0:00,78.49,GBP,refunded,card,,2023-11-03 0:00
I00025,S04062,10/05/2024,0000-00-00,,38.2,,failed,CARD,FALSE,2024-10-05 0:00
I01701,S04105,2024-04-09,2024-05-09,0000-00-00,466.14,CAD,FAILED,invoice,FALSE,2024-04-09 0:00
I01688,S02350,2024-01-23,0000-00-00,,69.29,CAD,PAID,CARD,FALSE,2024-01-23 0:00
I00774,s04441,2023-07-21,2023-08-20,2023-07-27,,,refunded,,0,2023-07-21 0:00
I01313,S03198,2025-03-11,,2025-04-19,108.54,CAD,failed,CARD,FALSE,2025-03-11 0:00
I00878,S00121,,11/03/2023,10/31/2023,317.22,USD,partial,wire,TRUE,2023-10-04 0:00
I00077,S02412,2023-08-24,09/23/2023,2023-08-25,252.37,GBP,partial,,1,2023-08-24 0:00
I01114,S03723,2024-11-28,2024-12-28,0000-00-00,125.35,usd,PAID,wire,FALSE,2024-11-28 0:00
I00366,S03542,2023-09-20 0:00,,,27.53,,refunded,invoice,0,2023-09-20 0:00
I01125,S04357,2023-09-11,0000-00-00,10/21/2023,147.7,EUR,PAID,CARD,TRUE,2023-09-11 0:00
I01318,S00780,2023-04-08 0:00,2023-05-08 0:00,2023-04-10 0:00,146.55,,,wire,TRUE,2023-04-08 0:00
I00180,S01441,,2023-12-20,0000-00-00,471.49,USD,,,,2023-11-20 0:00
I00470,S03928,11/16/2024,2024-12-16,,207.82,,,invoice,FALSE,2024-11-16 0:00
I00208,S02033,2023-11-19,2023-12-19 0:00,,150.12,USD,paid,,TRUE,2023-11-19 0:00
I00084,S03396,2024-01-18,2024-02-17,01/28/2024,,GBP,failed,CARD,FALSE,2024-01-18 0:00
I00042,S01120,0000-00-00,,2024-01-30,21.54,,failed,wire,1,2024-01-17 0:00
I01406,S03070,12/29/2024,2025-01-28 0:00,0000-00-00,27.46,CAD,FAILED,,,2024-12-29 0:00
I00793,S02829,0000-00-00,0000-00-00,2025-06-03,46.29,CAD,failed,CARD,0,2025-05-26 0:00
I00462,S02340,2023-10-13 0:00,2023-11-12,,215.05,usd,,CARD,1,2023-10-13 0:00
I00833,S04371,,0000-00-00,,129.29,CAD,paid,wire,,2023-10-29 0:00
I00530,S04466,10/13/2023,0000-00-00,,100.96,GBP,failed,,FALSE,2023-10-13 0:00
I00814,S00550,05/25/2023,2023-06-24,,296.83,USD,FAILED,invoice,TRUE,2023-05-25 0:00
I01699,S03250,01/18/2025,02/17/2025,2025-02-21,236.74,CAD,,wire,FALSE,2025-01-18 0:00
I00521,S04213,0000-00-00,03/15/2023,,99.43,CAD,partial,invoice,TRUE,2023-02-13 0:00
I00543,S00777,0000-00-00,2023-09-08,2023-08-12,379.23,usd,,card,,2023-08-09 0:00
I01746, S00621,2025-02-18,03/20/2025,0000-00-00,469.24,,refunded,,FALSE,2025-02-18 0:00
I00574,S02721,0000-00-00,2023-12-21 0:00,,465.54,CAD,PAID,paypal,FALSE,2023-11-21 0:00
I01622,S02593,0000-00-00,2025-06-30,2025-06-09 0:00,459.12,EUR,failed,,,2025-05-31 0:00
I01013,SUB-00744,04/01/2025,2025-05-01,0000-00-00,139.34,,,wire,,2025-04-01 0:00
I01748,S00920,2025-06-15,,0000-00-00,,,partial,wire,TRUE,2025-06-15 0:00
I00097,S02002,0000-00-00,,,299.58,CAD,failed,CARD,TRUE,2024-07-28 0:00
I00455,S01532,0000-00-00,2024-05-21,,25.47,CAD,,wire,TRUE,2024-04-21 0:00
I00392,S02697,2024-05-09,06/08/2024,,N/A,USD,refunded,card,FALSE,2024-05-09 0:00
I00788,S00744,,,,406.68,USD,partial,,0,2025-02-02 0:00
I00267,S00793,2024-04-06,2024-05-06,04/28/2024,250.45,,PAID,CARD,,2024-04-06 0:00
I00532,S03499,2023-08-11 0:00,09/10/2023,0000-00-00,32.19,USD,failed,,,2023-08-11 0:00
I01043,S03497,0000-00-00,2024-08-29,0000-00-00,323.38,,refunded,wire,FALSE,2024-07-30 0:00
I00744,S00283,2024-05-10,,06/09/2024,200.6,,,CARD,,2024-05-10 0:00
I01777,s03188,0000-00-00,,05/01/2025,495.68,USD,partial,invoice,0,2025-04-23 0:00
I00386,S03558,2023-05-26,2023-06-25 0:00,2023-06-12,348.64,,,card,TRUE,2023-05-26 0:00
I01500,S02343,09/01/2023,2023-10-01,,310.99,,failed,,TRUE,2023-09-01 0:00
I00090,S03716,09/27/2023,2023-10-27 0:00,,270.97,,failed,paypal,1,2023-09-27 0:00
I01744,S01920,2025-05-28,2025-06-27,0000-00-00,36.7,EUR,FAILED,CARD,TRUE,2025-05-28 0:00
I01419,S01641,2023-06-06 0:00,2023-07-06,,,USD,,,FALSE,2023-06-06 0:00
I00860,S00963,0000-00-00,0000-00-00,2023-05-18 0:00,43.9,CAD,paid,card,FALSE,2023-05-01 0:00
I01671,S03219,,0000-00-00,,85.46,GBP,partial,,1,2023-07-09 0:00
I01378,s04093,11/29/2023,,12/22/2023,360.37,EUR,PAID,,1,2023-11-29 0:00
I01685,S01708,0000-00-00,04/02/2025,,N/A,GBP,partial,card,1,2025-03-03 0:00
I00532,S03662,0000-00-00,2025-03-03,,324.34,,failed,card,FALSE,2025-02-01 0:00
I01787,S04466,0000-00-00,11/06/2023,2023-11-01,232.07,USD,FAILED,invoice,TRUE,2023-10-07 0:00
I01209,SUB-02159,04/06/2025,2025-05-06,04/23/2025,39.39,USD,failed,,,2025-04-06 0:00
I01325,S02261,2024-07-27,,,186.06,EUR,FAILED,,0,2024-07-27 0:00
I01764,S03449,0000-00-00,2024-12-25,,380.83,GBP,FAILED,,FALSE,2024-11-25 0:00
I00207,S04277,01/24/2024,02/23/2024,2024-02-29,23.49,USD,paid,paypal,FALSE,2024-01-24 0:00
I01616,S01303,2025-06-08,07/08/2025,0000-00-00,134.99,GBP,PAID,,1,2025-06-08 0:00
I00087,S02573,2023-10-10,2023-11-09,0000-00-00,389.49,GBP,refunded,invoice,,2023-10-10 0:00
I00684,S02819,0000-00-00,0000-00-00,2024-07-31,,EUR,refunded,wire,,2024-07-13 0:00
I01520,S01415,02/05/2025,2025-03-07,,298.93,USD,refunded,card,,2025-02-05 0:00
I00077,s02753,2023-11-30 0:00,2023-12-30 0:00,,84.94,EUR,refunded,,TRUE,2023-11-30 0:00
I01153,S01414,2023-09-17,,10/05/2023,472.78,USD,paid,,FALSE,2023-09-17 0:00
I00087,S01168,,0000-00-00,2023-03-11,342.25,GBP,,wire,FALSE,2023-02-20 0:00
I00480,S04062,04/16/2024,2024-05-16 0:00,2024-05-26 0:00,217.9,CAD,partial,paypal,0,2024-04-16 0:00
I01283,S01652,2023-12-21 0:00,2024-01-20 0:00,2023-12-22,450.55,CAD,failed,,1,2023-12-21 0:00
I00062,S03293,10/22/2023,,2023-11-20,443.24,,failed,paypal,FALSE,2023-10-22 0:00
I01461,S03150,07/10/2024,,2024-07-18 0:00,197.04,,,CARD,TRUE,2024-07-10 0:00
I00093,S03311,07/04/2024,0000-00-00,2024-07-13,285.96,EUR,paid,CARD,FALSE,2024-07-04 0:00
I00230,S02723,,2025-07-12 0:00,,157.87,usd,FAILED,invoice,FALSE,2025-06-12 0:00
 I00962,S03818,2023-10-11,11/10/2023,,480.69,USD,partial,CARD,FALSE,2023-10-11 0:00
I00919,S00798,0000-00-00,2025-02-18,02/19/2025,199.53,EUR,failed,CARD,FALSE,2025-01-19 0:00
I01180,S02234,2023-02-21,0000-00-00,,145.55,CAD,refunded,,FALSE,2023-02-21 0:00
I01529,S02434,2023-06-15,2023-07-15,,88.33,,refunded,wire,FALSE,2023-06-15 0:00
I00773,S02929,2023-08-10 0:00,,0000-00-00,485.75,,FAILED,wire,TRUE,2023-08-10 0:00
I01159,S00915,2023-02-10 0:00,0000-00-00,2023-02-12 0:00,129.79,CAD,,CARD,FALSE,2023-02-10 0:00
I01273,S02475,2025-06-16 0:00,0000-00-00,2025-07-16 0:00,10.55,GBP,FAILED,wire,,2025-06-16 0:00
I01396,S03225,,2024-03-23,,345.61,GBP,FAILED,invoice,FALSE,2024-02-22 0:00
I00609,S03621,0000-00-00,2024-07-28 0:00,07/05/2024,124.03,EUR,,card,FALSE,2024-06-28 0:00
I01190,S04022,2025-05-20 0:00,06/19/2025,06/14/2025,,usd,,,0,2025-05-20 0:00
I00566,S00049,0000-00-00,2025-02-21,0000-00-00,133.66,,FAILED,invoice,0,2025-01-22 0:00
I01445,S02428,2023-12-24 0:00,2024-01-23 0:00,0000-00-00,N/A,usd,partial,paypal,FALSE,2023-12-24 0:00
I01091,S00324,2023-07-31,2023-08-30,,44.17,,PAID,card,FALSE,2023-07-31 0:00
I01428,S00319,0000-00-00,,2024-01-17,400.91,,paid,card,1,2023-12-17 0:00
I01153,S01414,2023-09-17,,10/05/2023,472.78,USD,paid,,FALSE,2023-09-17 0:00
I01353,S02316,06/09/2025,,,256.96,GBP,,card,0,2025-06-09 0:00
I00037,S01699,0000-00-00,10/12/2024,,12.28,usd,,,0,2024-09-12 0:00
I00084,S01822,12/27/2024,,0000-00-00,273.21,,failed,card,TRUE,2024-12-27 0:00
i01346,S04211,,0000-00-00,,119.79,CAD,,CARD,,2025-05-14 0:00
I00525,S03848,,2024-10-28 0:00,,461.69,CAD,FAILED,card,TRUE,2024-09-28 0:00
I01708,S04478,,2023-04-04 0:00,2023-03-06,475.69,usd,failed,card,0,2023-03-05 0:00
I01060, S03816,05/29/2023,2023-06-28,06/04/2023,29.81,,refunded,wire,0,2023-05-29 0:00
I01244,S02588,2023-07-26,0000-00-00,0000-00-00,468.14,,refunded,,1,2023-07-26 0:00
I00588,S00096,2023-07-15 0:00,0000-00-00,,385.12,usd,,paypal,FALSE,2023-07-15 0:00
I00041,S00069,0000-00-00,2025-03-11,02/14/2025,11.07,usd,,wire,1,2025-02-09 0:00
I00700,S03708,0000-00-00,2024-01-21,0000-00-00,127.73,EUR,PAID,wire,0,2023-12-22 0:00
I00131,S01134,2024-02-01,2024-03-02,2024-02-14 0:00,410.87,CAD,FAILED,invoice,FALSE,2024-02-01 0:00
I01679,S02537,2024-11-15,,2024-11-25,93.47,GBP,,paypal,FALSE,2024-11-15 0:00
I00460,S02745,0000-00-00,0000-00-00,,180.91,CAD,FAILED,,TRUE,2025-05-28 0:00
I01778,S04191,2024-03-13,,2024-04-08,188.59,,paid,,0,2024-03-13 0:00
I00621,S02887,2025-02-16 0:00,2025-03-18 0:00,0000-00-00,107,usd,refunded,paypal,,2025-02-16 0:00
I01640,s01497,12/27/2024,2025-01-26 0:00,,13.69,EUR,,invoice,0,2024-12-27 0:00
I00815,S01667,,0000-00-00,2024-04-10,382.93,usd,,,1,2024-03-22 0:00
I00078,S00928,,,09/03/2024,282.3,CAD,FAILED,,0,2024-08-22 0:00
I01789,S04421,2025-03-05,04/04/2025,,97.81,,PAID,card,TRUE,2025-03-05 0:00
I00199,S01003,0000-00-00,0000-00-00,2024-02-24 0:00,280.58,usd,,paypal,,2024-01-20 0:00
I00311,S04046,03/28/2023,0000-00-00,0000-00-00,435.71,USD,paid,,1,2023-03-28 0:00
I01666,s00786,2025-05-06,2025-06-05 0:00,,32.84,usd,partial,paypal,,2025-05-06 0:00
I01798,S00467,0000-00-00,2024-08-14 0:00,0000-00-00,449.28,USD,,invoice,0,2024-07-15 0:00
I00200,S03623,05/19/2023,0000-00-00,2023-05-19,138.2,,,card,,2023-05-19 0:00
I01338,S03709,04/27/2025,2025-05-27,,N/A,,PAID,card,FALSE,2025-04-27 0:00
I00257,S03964,04/23/2024,2024-05-23 0:00,2024-04-26,431.34,usd,refunded,,0,2024-04-23 0:00
I01372,S00319,0000-00-00,2025-03-05,02/26/2025,106.6,USD,PAID,card,0,2025-02-03 0:00
I01688,S00915,01/17/2023,2023-02-16 0:00,02/15/2023,295.9,EUR,failed,,TRUE,2023-01-17 0:00
 I00813,S03470,2024-02-16,0000-00-00,2024-03-24,N/A,,failed,paypal,FALSE,2024-02-16 0:00
I00676,S02301,2024-07-26 0:00,0000-00-00,0000-00-00,37.84,usd,,,,2024-07-26 0:00
I01712,s01798,2023-12-15 0:00,2024-01-14,0000-00-00,,GBP,FAILED,paypal,TRUE,2023-12-15 0:00
i01530,S03304,,0000-00-00,10/07/2024,403.37,,PAID,wire,TRUE,2024-10-02 0:00
I00382,S00592,10/12/2024,,2024-11-10 0:00,115.62,EUR,,card,,2024-10-12 0:00
I00233,S00988,0000-00-00,2024-11-27 0:00,0000-00-00,468.83,EUR,PAID,paypal,1,2024-10-28 0:00
I00315,S00910,02/25/2024,0000-00-00,,418.33,,FAILED,card,FALSE,2024-02-25 0:00
I00386,S03998,2025-01-04 0:00,2025-02-03,,,CAD,refunded,paypal,0,2025-01-04 0:00
I01029,S02959,2023-09-10,0000-00-00,2023-10-11,278.98,CAD,PAID,paypal,FALSE,2023-09-10 0:00
