ticket_id,user_id,category,priority,status,support_channel,sentiment,assigned_agent,created_date,resolved_date,resolution_time_hours,created_at
T01029,U000970,Feature Request,Medium,OPEN,Chat,negative,,0000-00-00,,unknown,2024-08-06 0:00
T00060,U001308,Billing,Urgent,RESOLVED,,negative,A.Smith,2024-10-13 0:00,,,2024-10-13 0:00
T01375,U000953,Bug,Urgent,OPEN,,,A.Smith,2024-10-15,2024-10-29,,2024-10-15 0:00
T01404,U001525,Integration,,pending,,neutral,,0000-00-00,2025-03-10 0:00,,2025-02-11 0:00
T00601,U002171,Performance,Medium,RESOLVED,,negative,M.Chen,0000-00-00,,,2025-01-10 0:00
T01106,U001310,Feature Request,High,pending,Phone,neutral,R.Patel,2023-05-24,,,2023-05-24 0:00
T01329,U001668,Feature Request,Urgent,OPEN,Email,neutral,A.Smith,0000-00-00,0000-00-00,137,2024-01-31 0:00
T01408,U000801,Other,low,pending,Phone,negative,J.Doe,0000-00-00,,,2024-07-28 0:00
T01442,U000498,Onboarding,Medium,resolved,Phone,NEGATIVE,S.Khan,2023-12-26 0:00,2024-01-23,,2023-12-26 0:00
T00405,U000359,Billing,,OPEN,,negative,R.Patel,2024-12-21,2025-01-05 0:00,,2024-12-21 0:00
T00626,U001253,Performance,Medium,open,,negative,R.Patel,2023-01-19,2023-02-06,unknown,2023-01-19 0:00
T01478,U000458,Account,,RESOLVED,Chat,NEGATIVE,S.Khan,2023-07-14,0000-00-00,150,2023-07-14 0:00
T00004,U001684,Billing,Urgent,OPEN,,,S.Khan,2024-12-15,12/29/2024,,2024-12-15 0:00
T01482,U001313,Performance,,pending,Chat,negative,,2023-05-21,,214,2023-05-21 0:00
T00275,U002187,Integration,Low,resolved,Chat,neutral,M.Chen,0000-00-00,0000-00-00,195,2023-06-05 0:00
T01084,U000111,Integration,Medium,RESOLVED,Chat,positive,A.Smith,04/16/2025,,,2025-04-16 0:00
T00660,u000795,Feature Request,,pending,Chat,negative,R.Patel,2024-02-21,2024-03-09,,2024-02-21 0:00
T00230,u000060,Other,,OPEN,Phone,,,2024-06-08,0000-00-00,178,2024-06-08 0:00
T00481,U002110,Integration,High,OPEN,Email,positive,A.Smith,12/19/2024,2024-12-26,,2024-12-19 0:00
T00902,U001321,Integration,Urgent,OPEN,,NEGATIVE,R.Patel,08/31/2023,2023-09-24 0:00,,2023-08-31 0:00
T00791,USR-000295,Integration,Low,resolved,,negative,,03/15/2023,2023-04-07,80,2023-03-15 0:00
T00068,U000458,Bug,low,OPEN,Phone,neutral,A.Smith,0000-00-00,,unknown,2024-12-22 0:00
T01379,U001965,Account,Medium,open,Chat,,S.Khan,2024-05-23 0:00,,,2024-05-23 0:00
T01038,U001169,Onboarding,low,RESOLVED,,negative,M.Chen,09/02/2024,2024-09-04 0:00,unknown,2024-09-02 0:00
T00160,U001615,Feature Request,Medium,closed,Phone,positive,,04/08/2023,2023-04-10,173,2023-04-08 0:00
T00354,U000590,Performance,Urgent,pending,Email,NEGATIVE,,0000-00-00,0000-00-00,,2025-04-16 0:00
T00017,U000763,Performance,,resolved,email,NEGATIVE,,0000-00-00,2024-06-02,unknown,2024-05-29 0:00
T00821,U002517,Integration,low,closed,Chat,,S.Khan,2025-04-21 0:00,,9,2025-04-21 0:00
T00831,U001047,Billing,Urgent,pending,,NEGATIVE,R.Patel,2023-02-17,02/28/2023,unknown,2023-02-17 0:00
T00878,U000111,Billing,low,pending,email,,R.Patel,2024-08-22 0:00,,,2024-08-22 0:00
T00997,U001299,Onboarding,,RESOLVED,Phone,positive,,0000-00-00,,101,2023-07-16 0:00
T00015,U000181,Account,Urgent,resolved,,NEGATIVE,S.Khan,2024-05-09 0:00,2024-05-19 0:00,,2024-05-09 0:00
T01283,U002173,Account,low,resolved,In-App,neutral,R.Patel,2023-05-02,2023-05-05,,2023-05-02 0:00
T01025,U002579,Integration,High,closed,Chat,NEGATIVE,A.Smith,0000-00-00,0000-00-00,,2025-04-07 0:00
T00204,U001835,Account,,resolved,Chat,neutral,S.Khan,,2024-04-07 0:00,,2024-04-01 0:00
T00746,U001067,Bug,Urgent,OPEN,Email,negative,A.Smith,0000-00-00,05/15/2024,,2024-05-14 0:00
T00089,U001163,Other,Urgent,OPEN,Phone,,A.Smith,08/15/2023,2023-09-06 0:00,120,2023-08-15 0:00
T00683,U001190,Billing,Medium,closed,Phone,negative,,2025-04-04,,,2025-04-04 0:00
T00453,U000916,Feature Request,Urgent,open,Chat,,M.Chen,,0000-00-00,,2023-05-17 0:00
T00116,U001761,Onboarding,low,pending,Email,NEGATIVE,R.Patel,0000-00-00,2024-10-10,,2024-10-07 0:00
T01361,U000493,Billing,Urgent,OPEN,Phone,NEGATIVE,R.Patel,0000-00-00,,,2024-04-25 0:00
T00639,U001823,Integration,,OPEN,Chat,negative,A.Smith,2024-08-08,08/21/2024,unknown,2024-08-08 0:00
T00744,U001202,Feature Request,low,OPEN,,neutral,,2025-05-21,2025-05-29,,2025-05-21 0:00
T01118,U002587,Onboarding,Low,open,Phone,positive,,0000-00-00,,174,2024-02-19 0:00
T00734,U002230,Onboarding,Low,OPEN,,,J.Doe,2024-04-02,,,2024-04-02 0:00
T00645,U001191,Feature Request,Medium,OPEN,,negative,J.Doe,2025-03-27,2025-04-15 0:00,,2025-03-27 0:00
T01230,U001534,Other,,open,Email,NEGATIVE,,02/25/2025,2025-03-10 0:00,,2025-02-25 0:00
T01304,U000748,Bug,Urgent,RESOLVED,Phone,NEGATIVE,J.Doe,2023-10-28 0:00,11/21/2023,unknown,2023-10-28 0:00
T00799,U000295,Integration,,resolved,email,,,06/07/2023,,unknown,2023-06-07 0:00
T00959,U000303,Billing,Low,pending,Email,NEGATIVE,R.Patel,0000-00-00,,218,2023-01-18 0:00
T00406,U000775,Integration,low,open,,positive,M.Chen,2024-09-17,,,2024-09-17 0:00
T00333,u002287,Billing,Medium,pending,email,negative,A.Smith,2023-01-05 0:00,,,2023-01-05 0:00
T01045,U001184,Integration,Medium,closed,,NEGATIVE,S.Khan,0000-00-00,,unknown,2023-04-19 0:00
T01354,U001052,Account,Low,resolved,Chat,NEGATIVE,R.Patel,2023-09-15,0000-00-00,29,2023-09-15 0:00
T00904,u001510,Other,low,resolved,,negative,A.Smith,0000-00-00,2024-01-24 0:00,147,2024-01-13 0:00
T00479,U000877,Onboarding,,RESOLVED,Phone,NEGATIVE,,,2025-06-25,82,2025-05-27 0:00
T00105,U000525,Performance,,closed,email,positive,J.Doe,01/04/2023,01/20/2023,,2023-01-04 0:00
T00293,U002305,Onboarding,Medium,OPEN,,NEGATIVE,S.Khan,0000-00-00,2023-06-26,unknown,2023-06-05 0:00
T01160,U000061,Onboarding,Medium,OPEN,Email,,A.Smith,0000-00-00,,,2025-04-08 0:00
T01343,U002107,Billing,,RESOLVED,Email,,,05/05/2025,05/07/2025,,2025-05-05 0:00
T01144,u000303,Feature Request,low,resolved,Chat,NEGATIVE,S.Khan,10/19/2024,,unknown,2024-10-19 0:00
T00977,u001670,Feature Request,,pending,Email,,A.Smith,,0000-00-00,,2023-04-01 0:00
T00852,U002166,Bug,Urgent,OPEN,,neutral,M.Chen,,10/16/2023,,2023-10-12 0:00
T01126,U002209,Feature Request,Medium,pending,email,,,2024-05-19,0000-00-00,unknown,2024-05-19 0:00
T01074,U002352,Performance,,OPEN,Email,positive,J.Doe,2023-12-27,2024-01-25,,2023-12-27 0:00
T00215,u000181,Bug,low,closed,Chat,,A.Smith,2024-07-13,0000-00-00,,2024-07-13 0:00
T00987,U000073,Account,Urgent,OPEN,email,,,2024-07-03,,unknown,2024-07-03 0:00
T01429,U001691,Performance,Low,closed,,positive,A.Smith,2023-07-04,2023-07-15,unknown,2023-07-04 0:00
T00789,U000847,Integration,Low,OPEN,,positive,J.Doe,2025-03-27 0:00,04/15/2025,,2025-03-27 0:00
T00944,U000446,Onboarding,Medium,OPEN,email,,R.Patel,2025-01-18,,181,2025-01-18 0:00
T00829,U000756,Feature Request,High,OPEN,,NEGATIVE,A.Smith,0000-00-00,08/26/2023,,2023-08-07 0:00
T01130,U001326,Bug,low,RESOLVED,email,negative,S.Khan,2024-12-07,,,2024-12-07 0:00
T01279,U001762,Other,Low,resolved,Phone,positive,J.Doe,2023-02-23,0000-00-00,,2023-02-23 0:00
T01309,U001133,Integration,Urgent,RESOLVED,Phone,negative,,0000-00-00,2024-11-17,unknown,2024-10-30 0:00
T00587,U001914,Billing,low,OPEN,In-App,,,01/07/2025,01/24/2025,,2025-01-07 0:00
T00487,U001309,Bug,Urgent,open,Chat,,M.Chen,10/20/2023,2023-11-12 0:00,unknown,2023-10-20 0:00
T00941,USR-002415,Billing,Urgent,OPEN,Phone,,,2023-12-13 0:00,2023-12-26,,2023-12-13 0:00
T01291,U001170,Integration,Urgent,pending,,,,0000-00-00,,,2023-01-04 0:00
T01380,U000994,Other,Medium,open,email,positive,A.Smith,0000-00-00,,unknown,2024-09-30 0:00
T00610,U002503,Onboarding,Urgent,open,email,negative,R.Patel,03/18/2025,0000-00-00,,2025-03-18 0:00
T00395,U001797,Account,Medium,resolved,Phone,,,2023-02-07 0:00,2023-02-26,16,2023-02-07 0:00
T00802,U002186,Account,Urgent,OPEN,email,neutral,R.Patel,0000-00-00,,,2023-01-24 0:00
 T00347,U000948,Integration,low,OPEN,Chat,NEGATIVE,R.Patel,2023-01-08,,,2023-01-08 0:00
T00259,U000405,Performance,High,resolved,Phone,negative,S.Khan,0000-00-00,2023-01-16 0:00,148,2023-01-08 0:00
T01194,U000953,Performance,High,OPEN,,NEGATIVE,,2024-07-11,,129,2024-07-11 0:00
T00882,U001365,Account,Medium,resolved,Chat,positive,,2023-11-15,,,2023-11-15 0:00
T00961,u001155,Feature Request,Low,pending,,neutral,,,05/26/2025,,2025-04-29 0:00
T01308,U000661,Other,Low,open,In-App,NEGATIVE,R.Patel,0000-00-00,,,2025-03-02 0:00
T01207,u001531,Other,Medium,RESOLVED,email,negative,S.Khan,09/08/2023,09/19/2023,,2023-09-08 0:00
T00607,u001528,Billing,Low,pending,email,NEGATIVE,J.Doe,2023-05-21 0:00,06/13/2023,unknown,2023-05-21 0:00
T01483,U000724,Account,Urgent,resolved,,,J.Doe,01/27/2023,2023-02-03,,2023-01-27 0:00
T00215,U001859,Account,low,closed,Chat,,A.Smith,0000-00-00,,unknown,2023-02-11 0:00
T00850, U000869 ,Performance,,RESOLVED,,,A.Smith,2023-01-07,2023-01-10,223,2023-01-07 0:00
T00992,U002418,Account,Medium,open,Chat,,,2023-12-31,01/26/2024,unknown,2023-12-31 0:00
T00356,U001113,Integration,High,open,,positive,J.Doe,07/15/2023,,,2023-07-15 0:00
T00075,U001811,Account,low,closed,Chat,positive,S.Khan,07/15/2023,0000-00-00,,2023-07-15 0:00
T01224,U001262,Integration,,open,Email,,S.Khan,2024-04-15,,,2024-04-15 0:00
T00117,U000550,Onboarding,High,RESOLVED,Email,,,0000-00-00,10/21/2024,,2024-09-23 0:00
T01362,U002199,Feature Request,low,resolved,In-App,neutral,S.Khan,2023-02-20,2023-03-09,,2023-02-20 0:00
T00797,U001908,Bug,,pending,In-App,positive,R.Patel,2023-11-05,,,2023-11-05 0:00
T00889,U001551,Integration,Medium,closed,,neutral,J.Doe,,0000-00-00,178,2023-07-08 0:00
T01423,U001470,Integration,Medium,resolved,In-App,NEGATIVE,J.Doe,2024-10-19 0:00,,,2024-10-19 0:00
T00299,U000774,Performance,High,open,In-App,positive,,,,44,2025-03-12 0:00
T00935,U000629,Bug,,OPEN,Chat,,,0000-00-00,,35,2024-12-29 0:00
T01142,U001335,Other,,closed,email,,S.Khan,2024-08-29,,,2024-08-29 0:00
T00128,U002222,Other,Medium,closed,Chat,,S.Khan,,,unknown,2024-12-12 0:00
T00838,U001820,Integration,,open,Email,positive,A.Smith,2024-02-06,2024-02-09,unknown,2024-02-06 0:00
T00984,U001145,Bug,low,closed,Email,,A.Smith,2023-03-19 0:00,2023-03-23,,2023-03-19 0:00
T00901,U000441,Feature Request,Urgent,RESOLVED,,NEGATIVE,M.Chen,2024-08-23,2024-08-23,223,2024-08-23 0:00
T00148,U001332,Performance,Low,OPEN,,,R.Patel,06/17/2023,,209,2023-06-17 0:00
T00919,U000856,Integration,Urgent,RESOLVED,,,,05/30/2024,2024-06-08,,2024-05-30 0:00
T00101,U001845,Onboarding,Low,closed,In-App,,A.Smith,2024-02-29,2024-03-21,unknown,2024-02-29 0:00
T01190,usr-000771,Performance,low,resolved,Email,,A.Smith,10/16/2024,2024-10-23 0:00,145,2024-10-16 0:00
T00236,U000389,Integration,Urgent,RESOLVED,email,,M.Chen,2025-06-08 0:00,2025-06-11 0:00,144,2025-06-08 0:00
T00777,U001969,Billing,Medium,pending,In-App,positive,A.Smith,07/09/2023,07/20/2023,204,2023-07-09 0:00
T00833,U001489,Other,low,pending,,NEGATIVE,M.Chen,0000-00-00,2023-09-13 0:00,,2023-08-27 0:00
T00247,U001968,Onboarding,low,OPEN,,neutral,A.Smith,2024-09-11,,,2024-09-11 0:00
T00506,U001356,Other,High,open,In-App,,S.Khan,0000-00-00,2023-05-16,,2023-04-19 0:00
T01086,U001637,Billing,,closed,Email,negative,,2023-05-09 0:00,,171,2023-05-09 0:00
T00260,U000264,Account,low,closed,email,positive,S.Khan,,,,2024-01-18 0:00
T00232,U001132,Onboarding,High,RESOLVED,Phone,neutral,,04/03/2024,04/28/2024,,2024-04-03 0:00
T01240,U000314,Performance,,OPEN,Phone,,S.Khan,2023-06-19 0:00,2023-07-11,,2023-06-19 0:00
T01364,USR-000748,Integration,,closed,email,neutral,A.Smith,2023-04-16 0:00,0000-00-00,,2023-04-16 0:00
T00650,U000501,Bug,High,RESOLVED,In-App,,J.Doe,2023-10-17,0000-00-00,unknown,2023-10-17 0:00
T00855,U000703,Performance,,pending,In-App,,J.Doe,2023-04-29,,unknown,2023-04-29 0:00
T01336,U001116,Performance,Medium,pending,,,R.Patel,03/10/2025,,97,2025-03-10 0:00
T00282,U001513,Billing,,RESOLVED,Phone,negative,M.Chen,2024-02-12,,,2024-02-12 0:00
T00062,U001858,Integration,,resolved,email,negative,R.Patel,0000-00-00,2025-02-21,,2025-01-22 0:00
T00929,U001634,Onboarding,Low,closed,email,positive,J.Doe,0000-00-00,0000-00-00,23,2023-05-23 0:00
T00157,U001942,Feature Request,,RESOLVED,Chat,neutral,,2023-01-25 0:00,02/02/2023,unknown,2023-01-25 0:00
T00594,U000084,Performance,Medium,resolved,,,R.Patel,,06/15/2023,unknown,2023-05-27 0:00
T00077,U000644,Feature Request,low,OPEN,,,,2024-02-18 0:00,2024-02-23 0:00,,2024-02-18 0:00
T01111,U001949,Account,,OPEN,Chat,negative,,2023-03-13,2023-03-17,,2023-03-13 0:00
 T00807,U002346,Feature Request,Medium,pending,,negative,A.Smith,2024-07-10 0:00,08/07/2024,,2024-07-10 0:00
T00583,U000775,Account,Urgent,pending,Email,,R.Patel,2024-03-09,2024-04-03,,2024-03-09 0:00
T00008,USR-000170,Performance,Medium,RESOLVED,Chat,neutral,,2023-09-30,2023-10-23,18,2023-09-30 0:00
T00861,U001981,Feature Request,Urgent,RESOLVED,Chat,NEGATIVE,M.Chen,0000-00-00,0000-00-00,unknown,2024-02-25 0:00
T01468,U001740,Feature Request,Medium,RESOLVED,Email,,M.Chen,07/07/2023,07/29/2023,unknown,2023-07-07 0:00
T01282,U000097,Performance,Medium,pending,Phone,positive,A.Smith,0000-00-00,2024-05-23,,2024-05-08 0:00
T00285,U000731,Performance,Medium,open,Email,negative,M.Chen,0000-00-00,2024-09-04,,2024-08-16 0:00
T00585,U001712,Billing,Low,pending,In-App,neutral,J.Doe,2025-04-17,2025-05-04,,2025-04-17 0:00
T00307,U000940,Bug,High,RESOLVED,Chat,negative,S.Khan,2024-01-13,2024-02-01 0:00,,2024-01-13 0:00
T00047,u002365,Onboarding,low,pending,Chat,NEGATIVE,M.Chen,05/04/2025,2025-05-12,unknown,2025-05-04 0:00
T00499,U000316,Bug,High,RESOLVED,,,M.Chen,0000-00-00,2024-09-08,unknown,2024-09-05 0:00
T00670,U000449,Other,High,resolved,,positive,S.Khan,2023-01-24,0000-00-00,unknown,2023-01-24 0:00
T00720, U001176 ,Performance,Medium,pending,Email,positive,J.Doe,2024-09-20,2024-10-05 0:00,,2024-09-20 0:00
T01116,U001211,Performance,Medium,pending,email,NEGATIVE,J.Doe,0000-00-00,0000-00-00,,2024-06-16 0:00
T00729,U000493,Integration,,resolved,Email,neutral,R.Patel,05/05/2024,2024-05-25 0:00,,2024-05-05 0:00
T00758,U000045,Onboarding,low,closed,,negative,A.Smith,01/03/2025,2025-01-24 0:00,,2025-01-03 0:00
T01196,U000007,Onboarding,low,closed,Email,negative,,2023-07-18,2023-07-23 0:00,36,2023-07-18 0:00
T00566,U001891,Other,Low,open,Chat,neutral,A.Smith,0000-00-00,2024-10-06,118,2024-10-06 0:00
T00821,U000760,Feature Request,,OPEN,email,neutral,M.Chen,0000-00-00,,,2025-02-27 0:00
T00145,U002057,Integration,High,closed,,neutral,,01/20/2025,2025-02-02 0:00,unknown,2025-01-20 0:00
T00657,U002286,Other,,resolved,,negative,M.Chen,,0000-00-00,,2023-03-17 0:00
T00333,U000902,Onboarding,Low,resolved,Chat,NEGATIVE,J.Doe,03/12/2023,0000-00-00,123,2023-03-12 0:00
t01373,u001488,Account,Low,OPEN,,negative,M.Chen,0000-00-00,,,2024-06-21 0:00
T00805,U001890,Onboarding,low,OPEN,Phone,positive,A.Smith,2023-05-06 0:00,0000-00-00,170,2023-05-06 0:00
T00826,USR-000529,Performance,Low,resolved,Chat,negative,,02/26/2023,,,2023-02-26 0:00
T01165,u001670,Billing,low,resolved,In-App,,S.Khan,03/15/2023,2023-04-10 0:00,,2023-03-15 0:00
T00354,U002054,Integration,,pending,,neutral,S.Khan,06/07/2024,2024-06-14 0:00,163,2024-06-07 0:00
T00227,U000809,Billing,Medium,closed,Phone,positive,R.Patel,2023-07-03,0000-00-00,21,2023-07-03 0:00
T00636,U000090,Account,,OPEN,Phone,,M.Chen,2024-11-23,0000-00-00,,2024-11-23 0:00
T00159,U001814,Account,High,OPEN,Chat,,S.Khan,2023-09-20 0:00,09/28/2023,,2023-09-20 0:00
T00093,U000083,Integration,low,resolved,In-App,negative,M.Chen,2024-04-20,05/14/2024,,2024-04-20 0:00
T01269,U001209,Other,,resolved,Email,,,,,,2024-03-24 0:00
T00336,U002024,Integration,Low,closed,,NEGATIVE,S.Khan,0000-00-00,11/17/2024,unknown,2024-10-26 0:00
T00728,U002126,Other,Medium,RESOLVED,,positive,M.Chen,,2025-07-07 0:00,,2025-06-18 0:00
T00316,U002592,Integration,low,closed,Phone,,,2025-02-03,02/14/2025,,2025-02-03 0:00
T00970,U000774,Feature Request,Urgent,OPEN,Email,,S.Khan,2024-01-24 0:00,,,2024-01-24 0:00
T01415,U001496,Integration,,pending,,neutral,R.Patel,0000-00-00,2025-02-08,,2025-02-01 0:00
T00831, U001532 ,Feature Request,High,OPEN,Phone,positive,A.Smith,2024-01-07,,189,2024-01-07 0:00
T00993,U001816,Integration,,pending,Chat,,M.Chen,0000-00-00,07/05/2023,,2023-06-08 0:00
T00172,U000259,Account,Low,OPEN,Chat,,,03/02/2024,,unknown,2024-03-02 0:00
T00517,U001493,Performance,High,RESOLVED,,,R.Patel,2023-09-16,2023-10-07 0:00,,2023-09-16 0:00
T00286,U001044,Other,Medium,OPEN,Chat,NEGATIVE,R.Patel,,,unknown,2024-04-26 0:00
T00259,U000327,Account,,RESOLVED,Email,,R.Patel,2023-06-01,2023-06-22,172,2023-06-01 0:00
T00898,U000886,Performance,Low,resolved,,neutral,J.Doe,0000-00-00,2023-03-16,,2023-03-15 0:00
T00207,U002506,Integration,,open,,neutral,S.Khan,2023-07-06,07/09/2023,,2023-07-06 0:00
T00048,U000172,Onboarding,Medium,open,Chat,positive,,2025-04-15,0000-00-00,124,2025-04-15 0:00
T00306,U002045,Billing,Low,OPEN,email,neutral,A.Smith,0000-00-00,,,2023-05-29 0:00
T00391,U002236,Account,High,RESOLVED,,,R.Patel,2025-01-16,,103,2025-01-16 0:00
T00956,U000604,Billing,low,RESOLVED,In-App,positive,,2024-10-30,,,2024-10-30 0:00
T00218,U001358,Billing,Urgent,resolved,In-App,neutral,S.Khan,2024-06-18,2024-07-18,,2024-06-18 0:00
T00541,U002320,Integration,High,pending,,NEGATIVE,,,2023-11-24,75,2023-11-09 0:00
T01059,U002431,Bug,low,resolved,Chat,neutral,,0000-00-00,,,2024-02-05 0:00
T00635,U001169,Other,Urgent,pending,email,,R.Patel,2025-05-02 0:00,2025-05-26,unknown,2025-05-02 0:00
T00775,U002247,Billing,,open,In-App,negative,S.Khan,,2023-10-09,225,2023-09-15 0:00
t00818,U001116,Feature Request,Low,closed,In-App,negative,,,2023-03-09,,2023-02-07 0:00
T01325,U000007,Account,Low,closed,Chat,negative,,0000-00-00,0000-00-00,209,2024-10-13 0:00
T00733,U001268,Billing,,closed,In-App,negative,,2023-07-29 0:00,,,2023-07-29 0:00
T00789,U001964,Integration,,open,Chat,NEGATIVE,J.Doe,2024-02-13,,,2024-02-13 0:00
T01086,U001988,Performance,High,OPEN,email,,,2024-09-18,2024-10-12,165,2024-09-18 0:00
T01337,u000216,Bug,High,closed,Chat,positive,A.Smith,0000-00-00,,47,2023-01-05 0:00
T00201,U002434,Billing,Medium,open,,,,0000-00-00,,,2025-05-20 0:00
T00827,U001036,Bug,,closed,email,positive,M.Chen,0000-00-00,09/27/2024,,2024-09-11 0:00
T01035,USR-001383,Integration,low,open,In-App,,,2024-09-01,0000-00-00,unknown,2024-09-01 0:00
T00759,U002468,Onboarding,Low,resolved,Chat,neutral,,0000-00-00,05/01/2023,unknown,2023-04-12 0:00
T00330,U001326,Other,low,OPEN,email,,A.Smith,03/08/2025,2025-03-25,64,2025-03-08 0:00
T00856,U001479,Integration,Low,resolved,,,J.Doe,2024-06-21 0:00,,,2024-06-21 0:00
T01346,U002182,Performance,low,resolved,In-App,positive,M.Chen,2023-11-11 0:00,12/03/2023,unknown,2023-11-11 0:00
T00998,U000206,Onboarding,Medium,OPEN,Email,,J.Doe,08/08/2023,08/25/2023,,2023-08-08 0:00
T00920,U000394,Feature Request,low,RESOLVED,In-App,positive,A.Smith,2024-05-18,2024-05-20,,2024-05-18 0:00
T01157,U000329,Onboarding,Low,RESOLVED,,NEGATIVE,J.Doe,,0000-00-00,163,2023-04-29 0:00
T00323,U001849,Feature Request,Medium,resolved,email,,,0000-00-00,,unknown,2023-04-30 0:00
T00014,U001840,Performance,,OPEN,Email,negative,R.Patel,2023-02-19,2023-03-02,,2023-02-19 0:00
T00935,U001353,Onboarding,High,RESOLVED,email,,,0000-00-00,2024-12-23 0:00,71,2024-11-23 0:00
T00037,U001020,Onboarding,Low,open,In-App,NEGATIVE,S.Khan,0000-00-00,2025-06-15,unknown,2025-05-23 0:00
T01482, U001270 ,Performance,Urgent,open,Phone,,,2024-01-21 0:00,,,2024-01-21 0:00
T01217,U001575,Account,,closed,email,NEGATIVE,M.Chen,0000-00-00,0000-00-00,unknown,2024-02-05 0:00
T00886,U001473,Other,Urgent,open,,,S.Khan,0000-00-00,07/07/2023,105,2023-06-13 0:00
T01175,U000071,Account,Urgent,resolved,email,,,,2023-10-30,unknown,2023-10-01 0:00
T01205,U000023,Feature Request,,pending,Email,neutral,J.Doe,02/08/2023,0000-00-00,,2023-02-08 0:00
T00375,U001355,Feature Request,Medium,closed,Chat,negative,S.Khan,2024-03-18 0:00,,,2024-03-18 0:00
T01041,U001513,Bug,low,pending,,NEGATIVE,,,09/18/2023,unknown,2023-09-17 0:00
T01209,U000302,Integration,,open,email,,S.Khan,2023-03-23,03/24/2023,79,2023-03-23 0:00
T00189,U002594,Feature Request,Medium,OPEN,,,J.Doe,0000-00-00,,,2024-04-22 0:00
T00617,u000960,Feature Request,Urgent,pending,Chat,,A.Smith,0000-00-00,2023-02-15,,2023-01-20 0:00
T01175,U002296,Billing,,open,Phone,neutral,S.Khan,04/26/2024,0000-00-00,,2024-04-26 0:00
T00284,U000129,Performance,High,pending,In-App,NEGATIVE,A.Smith,04/08/2023,,15,2023-04-08 0:00
T01471,U002141,Performance,,pending,,positive,,01/09/2024,,,2024-01-09 0:00
T00946,U001668,Integration,low,closed,Chat,NEGATIVE,S.Khan,2023-03-04,0000-00-00,141,2023-03-04 0:00
T00376,U001627,Other,low,closed,email,negative,S.Khan,2024-09-06,0000-00-00,unknown,2024-09-06 0:00
T00301,U001062,Onboarding,Urgent,pending,,positive,,0000-00-00,,unknown,2023-09-27 0:00
T01071,u000924,Billing,low,open,,,,,0000-00-00,10,2023-10-11 0:00
T01493,U001609,Performance,Medium,resolved,Email,NEGATIVE,J.Doe,07/16/2023,07/22/2023,unknown,2023-07-16 0:00
t00423,U001142,Performance,Medium,pending,email,neutral,R.Patel,08/01/2024,,,2024-08-01 0:00
t01127,U001499,Feature Request,,pending,Email,positive,S.Khan,11/27/2023,2023-12-16,,2023-11-27 0:00
T01099,U000312,Account,Urgent,resolved,email,,M.Chen,,2024-07-30,,2024-06-30 0:00
T00184,U001811,Integration,,pending,Chat,neutral,M.Chen,2024-03-10,03/13/2024,236,2024-03-10 0:00
T00877,U002335,Account,High,resolved,In-App,NEGATIVE,,0000-00-00,,,2024-02-15 0:00
T00461, USR-000627 ,Account,Urgent,open,In-App,,J.Doe,08/22/2023,,,2023-08-22 0:00
T00646,U000892,Performance,Medium,resolved,Email,,,2025-01-20 0:00,,,2025-01-20 0:00
T01455,U002512,Feature Request,Medium,pending,In-App,,R.Patel,06/02/2023,06/17/2023,,2023-06-02 0:00
T00077,U002270,Other,,RESOLVED,Email,NEGATIVE,A.Smith,0000-00-00,,203,2024-01-21 0:00
T01387,U001913,Account,High,OPEN,,,,0000-00-00,2024-12-13 0:00,unknown,2024-11-18 0:00
T00749,U002114,Integration,,OPEN,In-App,neutral,S.Khan,05/03/2024,05/08/2024,169,2024-05-03 0:00
T00816,U002192,Bug,Medium,open,,negative,,,2024-09-12,,2024-08-26 0:00
T01018,U001204,Billing,High,open,Chat,negative,,0000-00-00,0000-00-00,11,2024-11-14 0:00
T00446,U000176,Other,Low,closed,Chat,negative,,,,,2025-04-03 0:00
T00965,U001927,Billing,Urgent,closed,email,,R.Patel,2025-06-06,2025-06-28,,2025-06-06 0:00
T00226,U000416,Feature Request,High,resolved,Email,neutral,,0000-00-00,,166,2024-10-25 0:00
T01462,U001892,Bug,,OPEN,Chat,neutral,S.Khan,03/20/2025,0000-00-00,,2025-03-20 0:00
T00642,U002315,Other,Low,open,Email,NEGATIVE,R.Patel,,04/29/2025,,2025-04-29 0:00
T01365,U000752,Other,Urgent,RESOLVED,Phone,,,02/02/2025,2025-03-04,,2025-02-02 0:00
T00910,U001686,Onboarding,Medium,OPEN,Phone,negative,,2023-02-11,,,2023-02-11 0:00
 T01362,U002476,Other,Urgent,OPEN,Email,,,2024-04-05 0:00,2024-04-11,35,2024-04-05 0:00
T00904,U001166,Other,,OPEN,In-App,neutral,S.Khan,2023-10-04,10/31/2023,,2023-10-04 0:00
 T00829,U001619,Billing,,open,,neutral,J.Doe,2024-12-27,2024-12-29 0:00,unknown,2024-12-27 0:00
T01304,u000525,Bug,High,resolved,Chat,,S.Khan,0000-00-00,0000-00-00,189,2024-05-16 0:00
T00313,U001168,Onboarding,Medium,OPEN,email,,,2025-02-08,,148,2025-02-08 0:00
T01184,U001845,Other,low,resolved,In-App,negative,R.Patel,0000-00-00,2024-12-23,,2024-12-16 0:00
T00649,U000308,Onboarding,Medium,closed,In-App,,A.Smith,0000-00-00,,,2024-06-14 0:00
